股票代码,股票名称,所属行业,PE(动),总市值,基本每股收益(元),每股净资产(元),每股经营现金流(元),每股公积金(元),总股本(万股),每股未分配利润(元),加权净资产收益率(%),毛利率(%),资产负债率(%),营业总收入同比增长(%),归属净利润同比增长(%),扣非净利润同比增长(%),预告类型,预告日期,变动范围,score
300063,天龙集团,化工行业,48.89,80.40,0.4245,7.5391,0.4763,5.582999999999999,29057.08,0.8976,5.83,11.18,41.13,410.58,760.0,850.35,,,,31
300209,天泽信息,软件服务,115.15,81.27,0.2031,6.6977,-0.2278,5.0726,29212.23,0.5572,4.18,40.18,17.17,127.36,920.11,1833.95,,,,31
2176,江特电机,机械行业,82.51,162.8,0.14,2.5363,0.0841,1.1726,146918.21,0.3316,5.88,25.47,50.75,234.29,400.91,555.75,预升,2017-03-07,0%~30%,31
600053,九鼎投资,多元金融,48.36,176.9,0.6329,3.2822,1.2869,0.4352,43354.08,1.4475,20.98,78.04,66.3,174.24,841.26,832.63,,,,31
300072,三聚环保,化工行业,44.21,715.0,1.38,5.251,0.2688,1.8568,119559.59,2.4819999999999998,29.73,17.73,64.73,207.66,97.07,96.43,预增,2017-03-16,97.16%~121.81%,31
34,神州数码,通讯行业,35.93,159.9,0.67,4.0487,0.5288,3.6397,65407.04,-0.7269,19.04,4.88,84.44,8748.37,1790.14,0.0,,,,31
300296,利亚德,电子元件,49.18,329.0,0.87,5.4687,0.0169,2.9609,81445.53,1.4697,22.06,38.43,45.61,116.45,102.19,113.6,预增,2017-03-28,100%~120%,30
150,宜华健康,医疗行业,10.14,130.8,2.1590000000000003,5.8599,-1.3284,2.1394,44780.49,2.6813,36.84,36.49,55.12,31.59,105335.42,227699.16,,,,30
300037,新宙邦,材料行业,40.84,104.5,1.3525,12.3478,1.0289,6.9857,18921.77,3.8631,12.38,38.67,21.05,70.1,100.45,103.08,预升,2017-03-28,15%~35%,30
603179,新泉股份,汽车行业,55.12,62.66,0.7131,6.8617,0.9109,4.2134,15940.0,1.5192,21.14,24.55,70.28,89.65,116.24,122.68,预增,2017-02-27,99%~143%,30
600093,禾嘉股份,交运物流,26.72,158.4,0.396,5.3437,-1.1792,3.5983,112244.75,0.7019,7.67,6.83,39.73,551.05,258.97,281.18,,,,30
2217,合力泰,电子元件,40.27,310.5,0.3697,7.225,-0.1485,5.4401,156415.53,0.6492,9.93,16.64,50.57,166.56,235.18,267.25,预增,2017-03-16,184.13%~213.81%,30
300484,蓝海华腾,输配电气,56.97,80.50,1.0632,5.3872,-0.1665,1.7916,10400.0,2.4075,23.83,44.09,31.98,154.06,174.22,175.88,,,,30
600986,科达股份,工程建设,36.36,146.7,0.35,4.7292,0.4617,2.9038,86888.64,0.6916,7.6,15.78,51.05,320.84,301.83,428.53,,,,30
2493,荣盛石化,化纤行业,22.71,371.9,0.48,4.7057,0.9368,1.9561,254400.0,1.6766,10.75,10.81,67.43,61.22,2094.16,3454.43,预增,2017-03-31,297.64%~337.4%,29
863,三湘印象,房地产,19.62,117.6,0.41,4.3093,0.0997,2.3487,138298.67,1.3088,10.59,26.08,57.2,1145.61,3345.75,0.0,,,,29
600715,文投控股,文化传媒,77.13,375.5,0.36,2.7438,-0.14300000000000002,1.7399,164912.9,-0.0017,14.15,43.95,38.04,193.66,336.15,342.45,,,,29
300401,花园生物,食品饮料,133.03,58.23,0.24,4.1015,0.2716,0.2788,18140.0,2.5722,5.98,37.02,14.14,117.62,262.52,707.6,预增,2017-01-24,137.17%~160.89%,29
300113,顺网科技,软件服务,35.74,186.2,0.7584,3.585,1.0009,0.9159999999999999,68702.63,1.4167,24.94,75.22,24.55,66.49,82.43,70.97,预升,2017-03-25,30%~50%,29
603239,浙江仙通,汽车行业,78.21,89.16,2.22,9.7251,1.1766,5.3366,9024.0,2.9073,41.65,46.56,20.8,38.24,71.17,73.43,预增,2017-03-31,75%~85%,29
300595,欧普康视,专用设备,71.26,81.26,1.6769999999999998,9.8669,2.1334,5.9704,6800.0,2.5215,38.56,74.08,11.63,33.35,28.56,30.81,预升,2017-03-10,15.43%~41.66%,29
603833,N欧派,木业家具,31.53,299.4,2.2876,11.7397,4.0065,6.263,41509.11,4.1762,39.45,36.55,48.04,27.23,94.39,98.69,预升,2017-03-07,5%~10%,29
2587,奥拓电子,电子元件,70.57,55.94,0.2116,2.5351,0.3842,0.9489,40771.26,0.5557,13.88,55.37,28.79,55.91,302.88,376.43,预盈,2017-03-31,0,29
300294,博雅生物,医药制造,63.0,171.4,1.02,7.8292,0.7433,4.4493,26738.48,2.1132,13.74,63.04,11.87,74.27,79.21,115.27,预增,2017-03-23,60%~90%,29
600576,万家文化,文化传媒,104.3,96.71,0.11,2.8147,-0.0178,1.7229,63496.86,0.0195,3.97,36.04,11.72,248.95,499.58,460.7,,,,29
2354,天神娱乐,电子信息,44.5,200.9,1.87,19.5496,1.7192,12.1787,29208.65,4.4241,10.24,59.28,22.75,78.02,50.99,36.15,预增,2017-03-31,71.9%~121.8%,29
2670,国盛金控,券商信托,58.16,289.7,0.7915,12.3531,-6.6591,10.7065,93612.78,0.6423,7.07,16.86,55.37,56.44,1803.97,2006.06,预增,2017-02-28,410%~460%,28
300036,超图软件,软件服务,61.31,78.14,0.58,3.5942,0.4964,1.845,44957.9,0.7292,11.04,63.38,25.62,78.35,116.83,100.28,预增,2017-03-24,315.42%~345.26%,28
300073,当升科技,材料行业,105.0,104.3,0.5425,7.3260000000000005,-0.3905,5.3404,18303.4,0.8690000000000001,7.69,16.96,38.0,55.1,647.56,1408.61,预升,2017-03-14,14.27%~26.97%,28
2601,龙蟒佰利,化工行业,215.19,342.8,0.43,6.0723,0.2127,4.7144,203216.47,0.2509,8.91,29.56,29.4,57.3,296.74,339.93,预增,2017-03-31,2622.8%~2925.33%,28
2850,科达利,金属制品,78.41,182.4,1.6619,15.3799,2.9742,10.1154,14000.0,3.9545,30.01,30.49,42.13,28.45,50.61,50.85,预升,2017-02-13,4.23%~14.63%,28
300561,汇金科技,软件服务,80.52,63.50,0.9388,7.1471,1.133,3.9491,8400.0,1.8597,27.99,73.12,10.57,28.09,11.11,18.39,预升,2017-01-17,-17.68%~7.37%,28
300459,金科娱乐,化工行业,119.96,218.7,0.19,3.1374,0.2134,1.8694,158126.09,0.2268,6.56,42.33,6.58,76.64,322.87,332.92,预增,2017-03-20,460.63%~486.12%,28
736,中房地产,房地产,45.48,57.09,0.32,5.1896,-1.8359999999999999,0.8549,29719.39,3.1885,3.12,22.43,83.12,365.62,346.31,350.85,,,,28
2851,麦格米特,电力行业,127.2,139.5,0.6171,6.6373,0.5374,3.3211,17772.51,2.1232,17.27,33.77,47.06,41.98,93.85,96.73,预升,2017-02-14,35%~45%,28
300571,平治信息,电子信息,117.57,55.73,0.8888,5.9373,1.095,2.2586,4000.0,2.4877,27.08,25.23,32.12,142.59,155.73,0.0,,,,28
300222,科大智能,输配电气,87.3,196.0,0.44,5.0209,0.0799,3.8139999999999996,72812.36,0.7056,11.17,37.98,24.74,102.12,102.46,102.76,预升,2017-03-30,20%~40%,28
300343,联创互联,电子信息,52.37,112.4,0.28,6.7497,-0.0204,5.207999999999999,59039.27,0.5098,5.45,22.84,19.27,143.38,376.88,398.82,,,,28
2298,中电鑫龙,安防设备,65.86,90.88,0.147,5.8321,0.2084,4.1229,70396.07,0.6473,3.4,34.6,30.37,125.35,412.67,851.34,,,,28
2460,赣锋锂业,有色金属,41.57,269.2,0.64,3.0143,0.7294,0.9464,75269.55,1.0175,23.28,36.08,33.87,133.26,474.35,584.52,,,,28
300377,赢时胜,软件服务,285.19,117.4,0.114,8.5082,-0.1206,6.8488,29701.33,0.5756,1.7,67.73,2.08,55.74,200.95,193.75,,,,28
600074,保千里,安防设备,40.23,330.3,0.27,1.6871,-0.055,0.2833,243788.6,0.5314,28.05,40.18,40.69,224.11,219.26,218.91,,,,28
2407,多氟多,化工行业,39.1,186.8,0.76,4.1535,0.0972,2.0351,62810.54,1.0352,20.84,41.17,45.28,30.68,1119.05,1953.17,,,,28
300365,恒华科技,软件服务,54.26,68.06,0.71,4.1457,0.0822,1.0102,17590.5,2.0317,18.69,42.68,25.54,53.99,55.49,76.21,预增,2017-03-03,80%~110%,28
300627,华测导航,电子信息,31.44,32.10,0.8565,5.3420000000000005,0.6758,3.1089,11920.0,1.0807,37.24,55.15,38.48,33.14,93.07,60.78,预增,2017-03-02,38.93%~63.44%,28
300518,盛讯达,软件服务,106.25,105.9,1.22,11.2325,0.9472,5.2543,9334.0,4.4949,13.0,83.53,6.84,1.72,8.18,2.2,预升,2017-03-16,0%~20%,27
300250,初灵信息,电子信息,58.29,57.79,0.33,6.8929,-0.0075,4.7988,22995.18,1.0096,5.99,69.61,10.04,52.74,213.27,199.72,,,,27
300253,卫宁健康,软件服务,25.36,155.2,0.5453,2.8513,-0.0435,1.1865,84160.31,0.6115,26.27,54.62,25.81,33.78,412.22,27.28,,,,27
38,深大通,房地产,91.35,132.4,0.4804,15.0222,0.6457,13.698,32673.59,0.3061,3.85,33.65,20.83,300.98,9698.53,3697.11,,,,27
603768,常青股份,汽车行业,39.1,58.02,0.7273,7.4866,0.3563,3.8918,20400.0,2.3574,22.09,26.41,51.35,31.26,92.25,100.43,预升,2017-02-13,-15%~5%,27
2640,跨境通,国际贸易,61.95,243.9,0.2751,2.9496,-0.7413,1.5132,143151.04,0.5003,13.55,48.34,40.22,115.53,133.85,115.3,预增,2017-03-17,75%~115%,27
600702,沱牌舍得,酿酒行业,111.37,89.32,0.2378,6.8939,0.6827,2.3776,33730.0,2.7880000000000003,3.51,64.16,41.36,26.42,1025.11,3140.8,,,,27
55,方大集团,金属制品,16.98,118.5,0.91,2.9962,0.5902,0.5923,78909.48,1.2886,38.83,38.27,66.08,64.83,550.64,2043.34,,,,27
300097,智云股份,机械行业,147.27,91.17,0.3113,8.651,-0.4897,6.1931,14941.66,1.3681,3.74,36.67,32.47,63.23,553.71,22.16,,,,27
2654,万润科技,电子元件,59.83,93.62,0.1418,2.9983,0.0483,1.5476,82778.7,0.4176,6.53,30.16,30.37,84.78,254.08,263.16,预增,2017-03-28,185%~235%,27
300551,古鳌科技,专用设备,228.75,47.08,0.2807,6.6989,-2.2856,3.1274,7336.0,2.3414,5.51,48.25,36.06,65.13,197.95,0.0,,,,27
603039,泛微网络,软件服务,94.66,61.74,0.9782,7.5684,2.4564,2.8942,6667.0,3.2864,24.86,95.93,56.28,45.56,29.41,19.17,,,,27
300348,长亮科技,软件服务,90.24,70.08,0.1946,3.0948,-0.7457,1.5861,29937.48,0.6435,8.01,47.94,32.3,66.68,2011.01,1792.45,,,,27
300065,海兰信,电子信息,138.73,93.05,0.2083,5.1236,-0.1863,3.2719,24156.06,0.7139,4.17,44.0,14.19,106.36,235.41,417.37,,,,27
300623,捷捷微电,电子元件,75.45,87.84,1.2439,11.7711,1.9384,7.6218,9360.0,2.6889999999999996,25.88,54.79,12.57,37.33,44.24,43.24,预升,2017-03-13,20.61,27
2279,久其软件,软件服务,99.69,101.3,0.4037,3.9960000000000004,0.1782,1.8667,54149.2,1.0132,10.6,58.04,21.9,84.29,61.96,73.52,预盈,2017-03-31,0,27
600984,建设机械,机械行业,73.18,68.77,0.1107,4.996,-0.0683,4.3783,63676.42,-0.4213,2.24,27.02,40.15,162.98,2565.83,2098.81,,,,27
2833,弘亚数控,专用设备,47.9,76.68,0.9003,5.0189,1.3403,2.0522,13336.0,1.5934,33.26,40.15,17.05,38.32,74.65,51.5,预增,2017-03-31,112%~159.11%,27
2849,威星智能,仪器仪表,104.52,54.59,0.6026,5.8229999999999995,0.6326,3.0537,8666.67,1.5614,20.6,32.35,40.66,44.66,47.15,49.98,预升,2017-01-23,15.5%~25.12%,26
300269,联建光电,电子元件,34.57,139.3,0.6976,8.7316,0.7378,6.4704,61368.84,1.202,9.15,36.1,27.91,84.12,80.16,82.12,预升,2017-03-22,21.37%~40.72%,26
300287,飞利信,软件服务,37.74,155.0,0.23,3.79,-0.1586,2.3005,143527.38,0.4813,9.61,43.23,18.68,96.77,274.46,263.47,,,,26
300616,尚品宅配,木业家具,78.63,200.9,2.3658,20.4412,8.8625,12.7938,10800.0,6.3686,35.2,46.19,61.19,30.39,83.12,87.0,减亏,2017-03-06,10.13%~29.97%,26
300310,宜通世纪,通讯行业,69.37,118.4,0.39,5.3102,0.2308,3.3059,44393.01,0.9226,8.75,22.58,27.37,53.74,172.81,161.53,预升,2017-03-15,10.33%~30.16%,26
300242,明家联合,输配电气,37.81,74.36,0.2315,3.3195,-0.2795,2.0136,63717.4,0.3433,7.24,13.32,23.09,221.13,746.15,738.0,,,,26
2365,永安药业,医药制造,71.86,48.43,0.3171,6.6233,0.4521,3.6799,19645.5,1.5884,5.43,25.66,7.56,-1.17,253.71,0.0,预增,2017-03-30,150%~200%,26
300503,昊志机电,机械行业,84.8,60.86,0.66,6.763999999999999,-0.3881,3.1483,10144.84,2.7995,10.13,52.36,20.51,49.55,44.5,65.79,预增,2017-03-31,67.38%~97.32%,26
300010,立思辰,软件服务,182.43,140.0,0.066,5.9871,-0.2862,4.4578,87199.19,0.5154,1.65,46.65,18.01,41.47,234.48,207.8,,,,26
601012,隆基股份,材料行业,20.69,320.1,0.7752,5.0567,0.2683,2.6975,199589.08,1.3445,21.77,27.48,47.35,93.89,197.36,185.04,,,,26
600718,东软集团,软件服务,9.46,257.8,1.51,6.2033,0.1184,0.5522,124319.77,3.906,26.76,30.57,31.45,-0.22,379.08,2.2,,,,26
2511,中顺洁柔,造纸印刷,40.21,97.11,0.3585,5.1797,1.1143,2.6971,50525.8,1.5868,7.17,35.47,39.77,32.58,173.9,233.24,预增,2017-03-27,50%~80%,26
2503,搜于特,纺织服装,56.56,204.6,0.2316,3.346,-0.396,1.6161,156209.59,0.6368,12.54,17.69,27.4,218.93,86.47,92.69,预增,2017-03-23,70%~100%,26
544,中原环保,公用事业,38.54,127.9,0.43,7.9028,-0.0094,6.1693,64978.97,0.679,6.0,45.05,22.82,46.7,606.98,0.0,,,,26
300121,阳谷华泰,化工行业,29.9,46.88,0.56,2.2571,0.5965,0.4986,28922.0,0.8454,27.24,28.28,53.77,44.17,298.8,315.68,预增,2017-02-24,100%~130%,26
300144,宋城演艺,旅游酒店,32.05,289.2,0.62,4.4087,0.7092,1.7046,145261.36,1.5758,15.07,61.65,13.29,56.05,43.1,39.85,预升,2017-02-28,20%~40%,26
2589,瑞康医药,医药制造,50.87,252.6,1.005,10.5096,-2.6888,7.4575,65422.19,1.9506,13.02,15.67,52.08,60.19,150.39,151.83,预增,2017-03-31,205%~255%,26
2182,云海金属,有色金属,40.57,63.38,0.5385,4.4134,0.3749,2.4421,32321.13,0.8909,13.24,15.02,58.94,30.05,461.79,533.04,预增,2017-03-30,158%~205%,26
300567,精测电子,专用设备,74.18,73.20,1.6,8.8503,0.5002,4.4968,8000.0,2.9801,33.71,54.09,27.0,25.5,28.58,27.48,预盈,2017-03-28,0,26
300221,银禧科技,塑胶制品,52.61,80.49,0.3056,3.9784,0.1221,2.2633,50058.35,0.6529,18.48,18.53,42.64,25.41,280.66,327.32,预升,2017-03-10,-29.11%~6.33%,26
2370,亚太药业,医药制造,74.54,85.01,0.42,8.0014,-0.1404,5.8722,26824.72,0.9573,10.48,39.58,19.17,98.62,98.36,88.49,预增,2017-03-31,55%~95%,26
300182,捷成股份,软件服务,26.64,256.1,0.3754,3.5053,0.244,1.7865,256103.73,0.6729,12.59,44.01,28.65,48.29,80.38,81.79,预升,2017-03-25,5%~15%,25
300048,合康新能,输配电气,33.36,64.16,0.1832,3.1032,0.0877,1.4778,78728.67,0.5537,6.05,39.28,32.38,102.04,433.57,276.52,,,,25
300396,迪瑞医疗,医疗行业,44.13,55.22,0.82,7.1236,1.3938,2.6733,15335.0,3.1134,12.01,62.61,25.95,33.73,15.57,10.68,预升,2017-03-25,-10%~15%,25
300244,迪安诊断,医药制造,65.95,173.3,0.48,3.7888,0.24,1.5608,55102.95,1.2324,13.63,31.49,55.47,105.79,50.33,52.16,预增,2017-03-28,30%~60%,25
300450,先导智能,机械行业,62.63,182.0,0.7124,2.3139,0.2579,0.2032,40800.0,0.9659,35.56,42.56,60.92,101.26,99.68,107.58,预增,2017-03-09,60%~90%,25
2746,仙坛股份,农牧饲渔,36.61,87.12,1.12,10.9248,1.4112,6.5291,18184.02,3.2286,16.53,16.0,17.13,14.81,1147.86,2058.33,,,,25
2383,合众思壮,通讯行业,135.66,130.8,0.4613,14.3522,-0.3562,11.6911,24438.27,1.4306,4.29,44.92,27.04,54.58,59.22,193.61,预盈,2017-03-23,0,25
2438,江苏神通,机械行业,100.31,51.75,0.2122,6.8646,0.0505,4.3454,24307.41,1.3442,4.32,40.77,37.43,40.46,211.22,287.71,,,,25
2699,美盛文化,文教休闲,94.36,179.2,0.41,6.7855,0.0758,4.7595,50531.82,0.9453,11.08,41.66,4.54,55.15,50.27,28.5,预增,2017-03-02,100%~130%,25
300630,N普利,医药制造,0.0,0,0.5714,5.0891,0.6063,3.1601,12211.76,0.757,25.21,76.75,30.16,22.28,37.63,34.01,预升,2017-03-06,7.54%~17.43%,25
300516,久之洋,电子元件,174.95,121.6,1.31,9.7199,0.7749,5.2339,12000.0,3.0815,16.91,46.5,15.19,22.48,17.63,9.71,预升,2017-03-31,0%~10%,25
2674,兴业科技,纺织服装,81.65,51.54,0.2418,7.7556,1.3869999999999998,4.4914,30316.77,1.9746,3.42,9.19,12.47,8.81,374.58,0.0,预增,2017-03-28,800%~1400%,25
2315,焦点科技,电子信息,66.76,74.13,0.95,16.5644,0.7346,10.0144,11750.0,3.6106,5.8,61.71,21.18,38.51,-29.36,2279.47,预盈,2017-03-18,0,25
300617,安靠智电,电力行业,113.94,82.70,1.0887,11.1942,1.7602,6.5468,6667.0,3.2061,20.38,50.97,35.89,19.42,13.81,14.62,预升,2017-02-27,0.98%~17.81%,25
2301,齐心集团,文教休闲,95.82,100.5,0.2451,5.3872,0.9839,3.2467,42786.74,1.0519,8.88,17.42,67.05,81.11,432.22,0.0,,,,25
600892,大晟文化,文化传媒,99.51,84.58,0.46,11.3022,0.5436,11.2666,13986.6,-1.0259,4.12,79.44,34.38,2530.42,0.0,0.0,,,,25
2615,哈尔斯,金属制品,42.35,47.88,0.31,2.5949,0.1743,0.5915,27360.0,0.8764,12.61,36.16,43.85,70.98,198.88,223.84,预增,2017-03-21,220%~260%,25
2019,亿帆医药,医药制造,26.31,188.2,0.64,3.2018,0.7775,1.0563,110079.81,1.2291,22.02,50.55,44.15,43.93,95.46,138.28,预增,2017-03-31,35%~60%,25
600100,同方股份,电子信息,6.15,417.9,1.7199,7.653,-1.5156,3.1249,296389.9,3.0780000000000003,24.14,17.72,55.93,-4.44,799.41,-383.09,,,,25
2739,万达院线,文化传媒,45.26,691.7,1.1636,8.8451,1.6414,3.9095,117429.5,3.4025,14.02,32.75,45.57,40.1,15.23,5.29,预升,2017-03-31,0%~10%,25
300556,丝路视觉,软件服务,401.3,62.25,0.1047,3.5605,-0.4703,1.6566,11113.33,0.8109,4.33,41.02,31.67,28.97,1996.93,0.0,,,,24
300409,道氏技术,材料行业,77.78,78.67,0.47,5.4471,-0.1687,2.9282,21500.0,1.3507,9.32,40.38,33.2,45.18,98.67,99.28,预增,2017-02-21,27.84%~54.47%,24
2124,天邦股份,农牧饲渔,19.36,88.13,0.4417,5.5639,0.1643,3.4937,77308.54,0.8444,27.67,33.54,39.08,6.77,553.51,840.07,,,,24
300397,天和防务,电子信息,0.0,67.68,-0.2047,4.8973,-0.2846,2.1976,24000.0,1.5966,-4.09,31.1,27.38,266.1,0.0,0.0,,,,24
300188,美亚柏科,软件服务,53.81,98.28,0.38,3.7603,0.6943,1.7272,49634.05,1.1411,10.39,65.39,27.95,30.76,37.14,38.22,预增,2017-03-28,185%~233%,24
300376,易事特,输配电气,69.31,326.9,0.9,6.3615,0.9769,3.3163,57595.86,1.8131,20.31,17.26,59.51,42.44,69.0,53.84,预增,2017-03-01,30%~60%,24
300547,川环科技,塑胶制品,75.35,54.69,1.74,10.2197,0.9175,5.3551,5977.92,3.3646,21.29,34.75,25.82,15.66,29.4,36.72,预升,2017-03-31,3.16%~18.38%,24
300040,九洲电气,输配电气,81.68,45.17,0.1197,4.9074,0.6432,2.3652,34638.72,1.5179,2.5,26.54,26.49,391.41,0.0,0.0,,,,24
300049,福瑞股份,医药制造,76.05,54.12,0.4596,5.5551,0.5654,3.0408,26324.61,1.2995,8.65,72.08,24.15,36.88,32.03,26.88,预升,2017-04-01,0%~20%,24
300013,新宁物流,交运物流,128.3,41.81,0.08199999999999999,4.0084,-0.142,3.0347,29779.14,-0.0579,2.07,32.58,28.13,61.87,2421.16,2980.24,,,,24
2148,北纬通信,通讯行业,90.65,56.71,0.3057,4.3187,0.16699999999999998,2.1638,25789.19,1.0936,7.51,47.41,9.06,103.72,0.0,0.0,预增,2017-03-29,724%~774%,24
600519,贵州茅台,酿酒行业,28.63,4759,9.92,54.6433,25.8998,1.0945,125619.78,46.7436,18.45,91.64,32.21,16.0,9.11,8.9,预升,2017-02-22,15.92,24
300443,金雷风电,机械行业,41.07,72.56,1.82,12.717,1.9497,6.7442,11902.84,4.4509,18.0,44.35,12.5,-3.77,44.48,53.0,预升,2017-03-29,-10%~10%,24
2853,皮阿诺,木业家具,99.56,87.15,1.4088,13.3018,2.1186,9.3521,6213.66,2.5991,25.75,37.85,40.99,23.12,27.74,34.48,预盈,2017-02-22,0,24
2425,凯撒文化,文化传媒,86.24,102.0,0.19,6.5648,0.4059,4.8237,50859.03,0.6478,4.31,68.12,15.21,-27.27,173.81,420.02,预增,2017-03-31,155%~205%,24
300507,苏奥传感,汽车行业,77.55,74.70,1.58,11.7985,0.7557,5.3636,6667.0,4.8931,15.53,30.87,14.99,22.5,23.61,23.78,预升,2017-03-21,5%~20%,24
