股票代码,股票名称,所属行业,PE(动),总市值,基本每股收益(元),每股净资产(元),每股经营现金流(元),每股公积金(元),总股本(万股),每股未分配利润(元),加权净资产收益率(%),毛利率(%),资产负债率(%),营业总收入同比增长(%),归属净利润同比增长(%),扣非净利润同比增长(%),预告类型,预告日期,变动范围,score
2582,好想你,农牧饲渔,384.31,75.91,0.23,12.5756,2.3275,9.6443,25784.21,1.6483,1.85,29.99,29.13,368.34,230.64,2272.54,,,,33
300607,拓斯达,机械行业,109.68,65.71,0.35,9.0947,-0.3488,5.8476,7246.78,1.9468,3.23,39.08,25.88,192.3,732.03,857.94,,,,33
603993,洛阳钼业,有色金属,98.54,766.7,0.04,1.1098,0.0845,0.6348,1688719.87,0.2081,3.14,37.92,60.35,399.64,323.28,384.91,预增,2017/4/28,0,33
2322,理工环科,输配电气,90.23,83.75,0.11,7.521,-0.131,4.7328,40131.5,1.6028,1.52,71.82,6.68,109.73,459.12,443.53,,,,33
2601,龙蟒佰利,化工行业,215.19,342.8,0.29,6.3537,0.0282,4.7152,203216.47,0.5388,4.63,39.77,29.66,271.09,3440.83,3374.09,,,,33
525,红太阳,化肥行业,94,118.8,0.2721,8.481,0.2203,5.0614,58077.29,2.0845,3.26,25.76,55.04,42.52,465.28,588.68,预增,2017/4/29,476.34%~525.24%,32
36,华联控股,房地产,15,95.21,0.6644,3.6244,-0.0233,0.2028,114158.77,2.2602,20.18,71.41,46.75,3656.11,715.08,0,,,,32
300441,鲍斯股份,机械行业,115.55,78.62,0.0849,3.8139,0.0488,2.213,36796.29,0.5279,2.88,38.42,24.9,200.83,382.06,405.66,,,,31
300288,朗玛信息,电子信息,106.73,90.87,0.7126,3.8932,0.108,0.9592,33794.14,1.8117,19.26,26.93,47.06,211.02,1507.32,1.94,,,,31
600633,浙报传媒,文化传媒,41.34,252.8,0.9676,5.93,-0.0789,2.5392,130192.4,2.327,17.78,43.51,2.06,-3.62,637.53,5.69,预增,2017/4/29,0,31
300377,赢时胜,软件服务,285.19,117.4,0.0505,8.7078,-0.311,6.8644,29701.33,0.889,0.58,78.39,4.12,55.88,821.22,844.36,,,,31
300545,联得装备,电子元件,172.66,52.32,0.07,6.5754,-0.564,3.094,7130.59,2.1939,1.05,30.58,33.71,139.95,344.39,19820.67,,,,31
300340,科恒股份,有色金属,931.66,72.55,0.1754,11.0851,-0.2498,8.0884,11785.82,1.7649,1.6,17.17,45.57,188.51,832.21,789.24,,,,30
600309,万华化学,化工行业,18.5,616.7,0.96,8.5511,0.2076,1.0503,227834.4,5.802,12.84,39.23,58.92,107.7,394.78,397.66,,,,30
2148,北纬通信,通讯行业,90.65,56.71,0.11,4.3496,0.1776,2.0886,25789.19,1.2075,2.66,45.4,10.63,144.5,749.86,1816.27,,,,30
603160,汇顶科技,电子元件,59.79,480.2,0.394,6.5396,0.279,1.7857,44500,3.2901,6.21,47.36,14.25,90.21,150.04,123.2,预增,2017/4/29,0,30
603179,新泉股份,汽车行业,55.12,62.66,0.46,7.1345,-0.0469,4.2134,15940,1.7919,8.84,21.6,57.31,242.55,168.6,174.71,,,,30
600415,小商品城,商业百货,38.57,427.3,0.12,1.987,-0.1549,0.2698,544321.42,0.5206,6.46,27.25,53.7,323.71,222.6,250.73,预升,2017/4/29,50,30
2748,世龙实业,化工行业,57.3,54.07,0.2715,4.6302,0.145,1.3857,24000,1.9791,6.05,33.86,14.83,57.43,340.68,329.1,预增,2017/4/28,160%~210%,30
2435,长江润发,机械行业,376.49,95.01,0.14,10.3556,0.1222,8.4296,49077.68,0.8561,1.32,33.05,14.3,67.07,244.57,240.32,预增,2017/4/29,105.27%~149.26%,30
300618,寒锐钴业,有色金属,135.06,89.92,0.55,6.2517,-0.0837,3.6065,12000,1.463,12.47,38.73,37.28,119.25,961.42,977.51,,,,30
300299,富春通信,通讯行业,94.66,92.76,0.16,3.8853,0.0099,2.11,38000.26,0.746,4.3,66.6,45.38,115.67,333.22,386.93,,,,29
600997,开滦股份,煤炭采选,38.79,105.4,0.1,5.73,0.0686,1.6168,158779.99,2.3936,1.77,10.74,52.83,79.96,844.09,870.69,预升,2017/4/28,0,29
938,紫光股份,电子信息,85.57,593,0.303,23.0926,-0.6862,20.2091,104230.32,1.4881,1.32,23.6,25.21,152.9,696.76,1977.58,,,,29
2759,天际股份,家电行业,218.5,115.7,0.1795,7.5647,-0.1021,5.7801,45218,0.7134,2.4,52.15,5.94,124.71,377.11,413.61,,,,29
300230,永利股份,塑胶制品,70.32,87.92,0.282,10.2548,0.4741,7.1337,25191.54,1.9058,2.79,31.96,34.51,114.52,270.08,268.53,,,,29
300061,康耐特,塑胶制品,200.33,115.6,0.1,6.2612,0.0347,4.6792,52570.92,0.5569,1.67,49.42,12.7,124.43,504.42,409.83,,,,29
735,罗牛山,农牧饲渔,78.8,84.18,0.0748,3.0554,0.0726,1.3539,115151.36,0.5818,2.48,35.82,38.17,222.58,1593.77,0,,,,29
2247,帝龙文化,文化传媒,40.73,140,0.09,5.4796,-0.1189,3.5623,85161.1,0.8687,1.71,29.37,8.89,170.51,428.6,475.61,,,,29
300036,超图软件,软件服务,61.31,78.14,0.02,3.6127,-0.3437,1.8451,44957.9,0.7462,0.47,59.93,22.53,117.33,338.61,732.44,,,,29
300410,正业科技,电子元件,159.06,82.69,0.12,9.1763,0.0237,6.9898,19710.78,1.4362,1.67,37.43,26.65,114.71,958.01,1066.03,,,,29
603808,歌力思,纺织服装,68.24,82.05,0.24,7.2345,0.2503,3.895,24847.31,2.3483,3.41,72.7,26.51,88.37,153.15,156.76,,,,28
300422,博世科,环保工程,105.49,66.12,0.12,7.1272,-1.1699,4.7273,14235.14,1.5286,1.63,27.8,59.58,111.21,276.98,502.69,,,,28
600759,洲际油气,石油行业,1514.57,177.2,0.0056,2.4101,0.0601,1.0806,226350.75,0.3105,0.23,53.42,66.14,203.21,950.34,0,,,,28
635,英力特,化工行业,147.19,80.99,0.167,9.7227,0.369,6.1981,30308.76,2.1813,1.73,20.55,12.91,64.4,758.28,921.32,,,,28
600308,华泰股份,造纸印刷,43.34,68.89,0.106,5.6856,0.1476,1.9218,116756.14,2.3025,1.88,13.32,54.87,45.24,349.27,652.12,预增,2017/4/29,0,28
603165,荣晟环保,造纸印刷,49.1,60.27,0.82,6.2492,-0.2726,2.1585,12668,2.7221,14.76,28.61,21.26,123.86,236.68,225.07,,,,28
601100,恒立液压,机械行业,191.57,104.9,0.1,5.6587,-0.1101,3.3112,63000,1.1371,1.68,28.44,33.47,119.61,1381.65,0,,,,28
600191,华资实业,食品饮料,241.07,51.31,0.018,4.5772,-0.023,1.305,48493.2,0.6641,0.4,-1.43,14.63,2332.15,333.28,294.11,,,,28
600803,新奥股份,化工行业,52.29,134.5,0.19,4.7771,0.1914,-0.1919,98578.5,3.8123,3.95,27.99,70.91,72.79,301.52,345.91,预增,2017/4/28,100%~150%,28
2425,凯撒文化,文化传媒,86.24,102,0.076,6.8083,-0.0176,4.815,50859.03,0.8911,1.12,64.71,17.41,24.37,224.85,234.98,预增,2017/4/29,100%~150%,28
300571,平治信息,电子信息,117.57,55.73,0.55,6.8062,0.5758,2.2586,4000,3.3093,8.37,22.09,23.82,234.17,138.91,141.78,,,,28
2440,闰土股份,化工行业,22.09,129.8,0.21,8.4574,0.0103,1.9846,76700,5.0002,2.5,26.26,16.06,59.68,175.49,200.56,预升,2017/4/29,13.63%~32.56%,28
600211,西藏药业,医药制造,37.97,75.3,0.37,4.9153,-0.0556,1.4882,14558.9,2.0292,7.87,76.61,68.58,153.79,169.96,184.94,,,,28
886,海南高速,高速公路,84.14,52.9,0.056,2.6716,0.2182,0.9546,98882.83,0.339,2.12,40.31,17.6,295.18,253.32,241.06,,,,28
603738,泰晶科技,电子元件,91.5,48.06,0.23,8.4108,0.1634,4.0073,6668,3.0903,2.78,37.58,13.21,45.59,113.73,54.22,预增,2017/4/28,0,28
601088,中国神华,煤炭采选,16.71,3795,0.615,16.3712,1.2561,3.7572,1988962.05,10.509,3.84,41.86,32.98,54.97,165.57,159.21,0,2017/4/29,100%,27
600291,西水股份,多元金融,318.91,164.2,1.9376,11.0506,-39.2549,5.4611,109306.44,2.6708,18.11,0,89.5,43.33,3742.3,122.89,,,,27
2447,壹桥股份,农牧饲渔,52.59,92.2,0.0115,2.8117,0.1361,0.5143,95245.2,1.1598,0.41,90.41,13.19,108.82,228.14,0,,,,27
600628,新世界,商业百货,153.54,84.09,0.42,6.5681,0.0209,2.4198,64687.54,2.638,6.54,28.92,24.92,-5.9,1853.28,1843,预增,2017/4/28,0,27
600634,富控互动,软件服务,221.46,123,0.05,5.0678,0.3237,3.3602,57573.21,0.6131,0.99,81.53,36.22,-22.03,3434.04,0,,,,27
2753,永东股份,煤炭采选,70.56,46.52,0.2642,6.4627,-0.4796,2.2974,14805,2.8337,4.18,25.29,19.3,95.73,273.71,276.96,,,,27
2670,国盛金控,券商信托,58.16,289.7,0.0234,7.7182,0.7718,6.3165,149780.44,0.3999,0.3,14.03,54.68,226.55,388.22,401.87,,,,27
600758,红阳能源,煤炭采选,0,140.2,0.28,4.1769,-0.1491,2.5607,133140.89,0.4377,6.87,28.03,67.77,62.31,1469.89,1802.75,预盈,2017/4/29,0,27
600971,恒源煤电,煤炭采选,49.43,77.1,0.2876,6.0837,0.2652,2.1043,100000.41,1.936,4.9,35.46,56.27,63.16,5891.2,0,,,,27
600549,厦门钨业,有色金属,120.35,245.6,0.1213,6.1229,-0.5361,3.027,108157.4,1.675,2,25.36,49.2,61.25,534.32,0,,,,27
300324,旋极信息,软件服务,64.79,244.5,0.0823,4.283,-0.0562,2.6864,114933.62,0.6103,1.94,47.1,25.35,174.59,149.01,150.02,,,,27
2534,杭锅股份,机械行业,42.36,81.14,0.16,4.3825,-0.2317,1.5168,61703.25,1.6938,3.69,21.95,59.86,133.42,487.4,0,,,,27
300194,福安药业,医药制造,52.76,109.9,0.23,10.2229,0.3093,7.6207,39657.08,1.4762,2.25,46.64,9.7,112.54,194.86,220.76,,,,27
609,绵石投资,房地产,32.9,54.97,0.15,4.991,-0.0954,0.3711,29809.55,3.4431,2.89,35.06,23.94,13701.72,616.98,1093.95,,,,27
600230,沧州大化,化工行业,21.2,78.67,1.444,6.5788,0.6549,2.1829,29418.82,2.7121,24.7,55.63,47.3,76.81,0,0,预盈,2017/4/28,0,27
2530,丰东股份,机械行业,395.28,184,0.06,7.6047,-0.0864,6.0204,49074.19,0.5262,0.81,49.48,7.52,63.61,1115.82,23083.55,,,,27
300184,力源信息,电子元件,163.41,77.37,0.0615,7.9055,-0.2901,6.4256,65888.09,0.2809,3.06,9.73,37.52,233.1,432.05,438.67,,,,27
2092,中泰化学,化工行业,15.37,283.3,0.325,7.1279,-0.4172,4.3234,214644.96,1.6644,4.61,26.64,65.44,65.58,1166.47,1829.86,,,,27
300628,亿联网络,通讯行业,39.07,168.9,1.891,33.9527,1.3539,21.3698,7467,11.2071,16.14,64.3,4.04,67.07,89.99,94.62,,,,27
600188,兖州煤业,煤炭采选,39.23,532.5,0.356,7.9235,0.2159,0.2562,491201.6,6.7087,3.99,12.64,63.39,237.74,606.49,658.89,,,,27
603726,朗迪集团,家电行业,78.98,52.4,0.35,8.2045,-0.7393,2.2312,9472,4.7548,4.36,27.07,35.51,56.92,235.56,169.79,,,,26
2614,蒙发利,家电行业,43.17,85.4,0.035,4.5884,0.1776,2.0031,55493.7,1.638,0.75,36.14,39.14,40.98,783.71,0,,,,26
300070,碧水源,环保工程,89.59,524.9,0.07,5.077,-0.5462,2.1631,313368.68,1.7799,1.47,25.54,49.37,77.52,554.33,153,,,,26
300285,国瓷材料,化工行业,93.51,121.9,0.15,5.7924,0.1011,3.2596,29915.06,1.3599,2.59,40.25,23.55,96.56,193.82,247.56,,,,26
603338,浙江鼎力,机械行业,51.69,90.35,0.41,6.9162,-0.0059,2.393,16250,3.1294,6,43.39,23.23,103.39,133.06,159.42,,,,26
2493,荣盛石化,化纤行业,22.71,371.9,0.24,5.2236,0.228,1.9561,254400,2.1833,4.78,6.84,64.65,116.2,311.47,225.66,,,,26
666,经纬纺机,多元金融,30.1,163.9,0.3881,9.9409,-3.0283,2.7074,70413,3.9641,3.98,46.17,52.7,10.4,400.84,681.11,,,,26
300349,金卡智能,仪器仪表,106.57,79.16,0.1871,11.6304,0.1256,8.2141,23497.3,2.1594,1.61,49.38,15.69,113.61,101,93.68,,,,26
2464,金利科技,塑胶制品,95.85,100.5,0.35,8.386,0.5852,6.0776,14559,0.8765,4.24,83.6,41.52,11.11,442.2,358.48,,,,26
600242,中昌数据,软件服务,0,88.62,0.058,3.3372,0.0809,3.9374,41801.13,-1.6748,1.76,10.83,36.79,537.98,0,0,预盈,2017/4/29,0,26
300141,和顺电气,输配电气,186.09,37.73,0.02,4.2499,-0.0134,1.8134,16696.64,1.2628,0.61,22.49,21.81,139.27,564.38,589.46,,,,26
426,兴业矿业,有色金属,123.66,159.6,0.0496,2.6547,0.1068,1.2199,186850.06,0.3539,1.89,69.4,47.72,356.62,0,0,预增,2017/4/29,972.48%~1294.22%,26
300338,开元仪器,仪器仪表,930.49,85.58,0.0371,5.9497,0.0179,4.2719,33961.97,0.5721,1.66,71.1,20.67,27.34,429.63,624.7,,,,26
2097,山河智能,机械行业,153.06,70.02,0.0937,3.3365,-0.1758,1.2815,75532.5,0.8674,2.82,40.68,69.58,124.1,428.42,473.59,,,,26
937,冀中能源,煤炭采选,215.95,233.6,0.0806,5.3681,-0.0877,1.1764,353354.69,2.6616,1.52,24.72,53.17,89.55,6679.23,1066.17,,,,26
2845,同兴达,电子元件,147.78,79.2,0.5274,8.9242,-2.0484,4.6252,9600,3.1195,6.49,11.76,63.01,86.51,227.3,215.7,,,,26
600326,西藏天路,工程建设,32.25,81.61,0.0624,3.6507,-0.2147,1.5078,66568.04,1.0014,1.32,30.51,54.82,80.16,1522.37,1519.83,,,,26
600328,兰太实业,化工行业,67.91,54.62,0.129,4.7251,0.2186,2.3251,43803.11,1.1509,2.77,42.72,65.39,46.51,625.71,639.51,,,,26
603959,百利科技,工程建设,61.29,65.23,0.04,3.9471,-0.7179,1.2056,22400,1.5659,1.01,28.34,52.79,117.96,334.02,0,,,,26
2558,世纪游轮,软件服务,129.53,1376,0.2,4.6815,0.2868,2.5414,168698.33,1.3752,4.39,81.77,14.04,68.81,128.47,129.6,,,,26
600475,华光股份,机械行业,54.31,50.74,0.2681,17.0121,-0.0381,0.8273,25600,13.6054,4.71,19.4,47.87,39.84,451.75,386.43,预增,2017/4/28,0,26
600133,东湖高新,工程建设,115.45,51.69,1.0829,4.0377,-0.1723,0.8971,63425.78,1.7686,30.96,11.64,85.9,17.41,5861.98,2.41,预增,2017/4/29,0,26
2496,辉丰股份,农药兽药,41.66,77.94,0.0983,2.3853,0.0231,0.6418,150747.79,0.6576,4.21,7.63,48.94,312.39,200.26,86.76,,,,25
300459,金科娱乐,化工行业,119.96,218.7,0.067,3.2064,0.0624,1.8694,158126.09,0.2936,2.11,43.21,7.86,127.59,439.88,443.1,,,,25
603040,新坐标,金属制品,110.58,49.2,0.25,8.4559,0.2841,3.8824,6000,3.1639,5.27,65.23,4.51,62.69,82.67,88.35,,,,25
2648,卫星石化,化工行业,34.09,106.2,0.363,4.4499,0.0123,1.7836,80352,1.3505,8.28,28.35,54.49,82.28,10222.99,9167.69,,,,25
603039,泛微网络,软件服务,94.66,61.74,0.17,7.7734,-0.3294,2.9254,6667,3.46,2.85,92.68,42.07,46.22,38.5,27.55,,,,25
300393,中来股份,材料行业,60.93,100.9,0.41,5.6031,-1.1536,2.1288,18279.5,2.4775,7.27,23.4,71.57,161.54,100.34,82.9,,,,25
300400,劲拓股份,机械行业,115.03,46.06,0.07,3.6462,0.2249,0.6977,12000,1.7183,1.85,42.5,27.42,75.98,545.5,513.17,,,,25
2589,瑞康医药,医药制造,50.87,252.6,0.446,10.956,-1.4953,7.4575,65422.19,2.397,4.16,16.67,56.17,53.54,241.72,235.68,,,,25
2745,木林森,电子元件,46.04,192.8,0.25,10.1913,0.0099,5.8764,52832.79,2.9435,2.49,24.96,68.04,87.36,162.7,175.17,,,,25
603717,天域生态,园林工程,36.42,40.03,0.18,6.9138,-0.8463,3.7889,17271.16,1.9466,3.81,28.93,41.14,332.78,0,0,,,,25
603037,凯众股份,汽车行业,53.7,48.15,0.43,9.1625,-0.2841,5.5362,8000,2.2901,6.06,48.49,7.49,99.92,117.69,119.33,,,,25
528,柳工,机械行业,1258.69,105.5,0.0964,7.989,0.3986,3.1289,112524.21,3.3141,1.22,23.45,54.05,14.91,623.09,9955.91,,,,25
600338,西藏珠峰,有色金属,32.24,209.6,0.47,2.309,0.4343,0.0342,65300.73,1.9248,21.81,70.41,28.06,112,147.06,146.58,,,,25
2354,天神娱乐,电子信息,44.5,200.9,0.81,18.0719,0.4086,11.0609,32165.62,4.6482,4.02,61.92,53.08,42.78,118.12,82.08,,,,25
600500,中化国际,化工行业,77.82,233.5,0.11,5.5229,-0.9105,2.1506,208301.27,2.2177,2.08,11.51,61.8,55.89,288.99,8.64,,,,25
600798,宁波海运,港口水运,69.87,61.75,0.0227,2.6558,0.1687,1.1333,103085.09,0.3033,0.86,22.87,49.03,58.46,1755.2,2089.72,预增,2017/4/29,0,25
300546,雄帝科技,专用设备,134.11,57.86,0.1,10.9362,-0.8397,4.4135,5334,4.9548,0.94,55.66,16.14,163.1,0,0,,,,25
2113,天润数娱,房地产,262.26,141.9,0.007,1.2644,-0.0122,0.4046,75447.99,-0.2133,0.55,93.61,15.29,860.98,562.53,1144,,,,25
300188,美亚柏科,软件服务,53.81,98.28,0.0068,3.7767,-0.3592,1.7368,49634.05,1.1479,0.18,60.03,24.02,38.79,220.06,0,,,,25
600848,上海临港,房地产,106.78,221.3,0.0504,5.4973,-0.0927,3.7875,111991.93,0.6593,0.93,44.09,44.49,157.27,1717.33,1481.91,,,,25
300346,南大光电,材料行业,275.87,52.75,0.0156,7.4051,-0.0144,4.1067,16086.4,2.0353,0.21,45.9,5.02,4.45,283.68,0,,,,25
90,天健集团,工程建设,37.77,111.5,0.2122,5.514,-0.2322,1.9042,119778.55,1.6738,3.94,39.92,67.23,48.46,500.71,496.21,,,,25
601699,潞安环能,煤炭采选,211.74,254.9,0.17,6.3763,0.4135,0.4812,299140.92,3.2609,2.72,38.42,68.04,82.66,2307.85,2531.22,,,,25
600856,中天能源,石油行业,29.18,128.6,0.12,2.1559,-0.0067,0.6126,113433.12,0.9887,5.66,21.84,67.57,269.83,187.36,182.63,,,,25
2128,露天煤业,煤炭采选,22.17,147.1,0.43,6.312,0.5051,0.7656,163437.85,3.9695,7.09,52.76,29.56,53.37,184,184.28,,,,24
2604,龙力生物,食品饮料,50.25,65.05,0.06,5.3175,0.1022,3.0693,59956.14,1.0973,1.1,34.72,27.52,87.3,169.77,213.18,,,,24
603088,宁波精达,专用设备,151.58,42.52,0.09,5.9554,0.1301,2.9481,8000,1.6997,1.52,34.22,30.5,39.58,271.78,154.94,,,,24
300397,天和防务,电子信息,0,67.68,0.055,4.8625,-0.0961,2.1976,24000,1.5617,1.14,35.74,25.31,248.34,0,0,,,,24
600345,长江通信,通讯行业,67.33,46.83,0.33,6.8798,-0.546,1.9972,19800,2.3112,4.88,6.74,14.72,-23.96,408.2,402.77,预增,2017/4/29,0,24
300158,振东制药,医药制造,78.51,107.3,0.1105,10.2035,-0.1211,8.3207,51977.93,0.8324,1.08,41.58,23.69,44.6,232.21,333.6,,,,24
603077,和邦生物,化工行业,83.13,205.5,0.04,2.6474,-0.0476,1.053,401420.46,0.5529,1.63,32.41,15.67,38.84,220.81,240.47,预增,2017/4/29,0,24
300415,伊之密,机械行业,53.75,53.02,0.22,3.721,-0.3318,0.9509,24000,1.5123,6,36.4,52.81,54.01,319.17,306.85,,,,24
603067,振华股份,化工行业,66.38,64.79,0.16,4.8967,-0.3366,1.8714,22000,1.8153,3.3,30.51,9.92,52.68,227.68,244.01,,,,24
2233,塔牌集团,水泥建材,23.18,105.3,0.1518,4.9631,-0.0511,1.201,89465.6,2.3689,2.86,26.9,29.33,46.92,422.98,247.52,,,,24
600599,熊猫金控,多元金融,0,46.26,0.058,4.3567,0.2017,3.0487,16600,0.2346,1.34,78.05,40.33,28.14,1341.91,0,,,,24
601666,平煤股份,煤炭采选,107.57,138.8,0.1343,4.813,0.2286,1.4072,236116.5,1.5582,2.87,19.19,68.72,102.96,7962.83,12999.88,,,,24
603969,银龙股份,金属制品,46.59,67.48,0.08,4.0643,-0.0875,1.6788,40000,1.2111,1.99,19.42,9.52,123.44,448.48,489.54,,,,24
603960,克来机电,专用设备,79.43,28.43,0.21,5.1565,-0.2091,2.6295,8000,1.3851,5.19,37.39,27.06,149.45,151.24,155.07,,,,24
603030,全筑股份,装修装饰,136.44,54.63,0.1,8.163,-0.4399,4.5972,17736.11,2.3457,1.2,12.48,63.42,73.43,209.37,241.26,,,,24
300297,蓝盾股份,软件服务,77.25,146.9,0.05,3.0899,-0.4765,1.5993,117545.59,0.5168,1.58,64.56,44.6,44.65,182.8,204.07,,,,24
603603,博天环境,环保工程,176.55,173.7,0.07,2.9097,-0.1141,0.7179,40001,1.0666,2.37,31.77,71.27,80.9,1485.45,1516.26,,,,24
983,西山煤电,煤炭采选,66.06,286.8,0.1475,5.4077,0.1214,0.2958,315120,3.2634,2.78,36.31,64.06,63.01,856.01,912.18,,,,24
951,中国重汽,汽车行业,34.69,104.8,0.25,7.5395,-2.1224,0.6444,67108.08,5.1318,3.37,10.66,77.06,84.72,370.79,384.56,,,,24
300508,维宏股份,软件服务,129.73,61.06,0.196,7.9134,-0.0222,3.5223,5682,2.9695,2.45,71.39,5.09,44.24,33.11,41.22,,,,24
2434,万里扬,汽车行业,81.55,238.7,0.18,4.3124,0.2255,2.2969,135000,0.9272,4.17,26.34,37.21,110.08,235.88,276.1,,,,24
822,山东海化,化工行业,0,57.29,0.31,2.705,-0.0108,1.6813,89509.19,-0.351,12.08,32.62,35.87,83.54,14049.74,482.79,,,,24
600699,均胜电子,汽车行业,57.76,310.7,0.22,13.6039,0.3603,10.652,94928.9,2.0195,1.62,18.59,56.59,202.7,72.18,46.6,,,,24
300306,远方光电,仪器仪表,74.43,60.25,0.09,6.5356,-0.0426,3.9234,28747.34,1.4149,1.31,62.64,11.31,122.81,91.02,80.91,,,,24
600745,中茵股份,房地产,315.01,140.3,0.22,5.2526,0.5298,3.7282,63726.64,0.4548,3.78,6.56,69.3,141.93,2291.83,4118.58,预增,2017/4/29,0,24
300461,田中精机,电子元件,1025.28,46.89,0.1113,6.1286,-0.3047,3.8603,7054.38,1.075,2.58,37.48,61.96,213.94,45.48,58.71,,,,24
2833,弘亚数控,专用设备,47.9,76.68,0.4,5.7093,0.4387,2.0666,13336,2.2355,7.33,38.3,10.01,83.28,153.22,142.89,,,,24
300468,四方精创,软件服务,115.36,63.56,0.12,8.2553,-0.3164,5.684,10433.29,2.2192,1.47,46.38,16.93,57.6,65.73,64.42,,,,24
2537,海立美达,材料行业,133.71,175.7,0.16,11.7405,-0.4347,9.4756,56879.55,1.19,1.41,31.26,43.05,50.48,182.35,414,,,,24
600508,上海能源,煤炭采选,18.72,84.56,0.23,12.1069,0.1932,1.3146,72271.8,8.9087,1.93,30.8,34.63,24.78,4382,3480.45,,,,24
603986,兆易创新,软件服务,110.26,212.6,0.6949,13.4595,-0.1276,6.6552,10000,5.2213,5.29,29.76,19.61,46.61,94.2,90.16,,,,23
600322,天房发展,房地产,0,69.22,0.0493,3.8142,-1.296,1.9944,110570,0.5525,1.3,20.31,84.91,64.35,1531.32,0,预盈,2017/4/29,0,23
601898,中煤能源,煤炭采选,38.47,779.6,0.088,6.6006,0.169,2.8796,1325866.34,2.2831,1.35,40.51,57.29,42.77,0,0,预升,2017/4/28,0,23
2640,跨境通,国际贸易,61.95,243.9,0.11,3.0634,-0.3967,1.5164,143151.04,0.6117,3.72,49.31,34.88,50.72,82.05,82.79,预增,2017/4/28,90%~120%,23
600325,华发股份,房地产,30.75,155.7,0.36,11.1629,0.123,4.6228,117684.06,5.0215,3.2,32.11,80.67,367.19,0,0,,,,23
2714,牧原股份,农牧饲渔,12.29,288.6,0.587,5.474,0.3335,0.8108,115846.35,3.4724,11.33,40.47,56.79,115.72,84.81,85.34,,,,23
600409,三友化工,化工行业,22.61,171.9,0.2759,4.0382,0.126,1.281,185038.55,1.5946,7.07,28.26,62.92,46.63,299.42,316.64,,,,23
300145,中金环境,机械行业,47.37,186,0.1384,6.2338,-0.4465,3.0996,66786.04,1.9404,2.25,46.34,43.1,77.73,139.34,141.94,,,,23
300401,花园生物,食品饮料,133.03,58.23,0.11,4.2148,0.0909,0.2788,18140,2.6855,2.69,44.8,12.13,41.7,387.08,602.25,,,,23
300088,长信科技,电子元件,59.16,181.6,0.09,3.3554,0.1732,1.1348,114943.99,1.1034,2.76,6.92,53.29,289.23,138.75,143.7,,,,23
300379,东方通,软件服务,162.21,97.42,0.0225,12.8886,-0.1571,9.5269,13851.59,2.1717,0.17,80.89,5.16,30.96,-5.73,-9.13,,,,23
2615,哈尔斯,金属制品,42.35,47.88,0.13,2.8974,-0.4222,0.6306,27360,1.0678,4.73,34.12,43.18,89.52,249.47,225.07,,,,23
