股票代码,预告类型,预告日期,变动范围
002178,预亏,2017-03-31,0
002309,预亏,2017-03-31,0
002676,预升,2017-03-31,-20%~20%
002052,预盈,2017-03-31,0
300467,预降,2017-03-31,-30%~0%
002121,预增,2017-03-31,370%~420%
300164,减亏,2017-03-31,0
300194,预增,2017-03-31,175.02%~201.22%
300190,预增,2017-03-31,50%~80%
002369,预亏,2017-03-31,0
002541,预增,2017-03-31,30%~60%
002346,预增,2017-03-31,50.74%~97.85%
002838,预升,2017-03-31,0%~10%
300479,预增,2017-03-31,60%~89.99%
002353,预降,2017-03-31,-90%~-40%
002857,减亏,2017-03-31,0
002712,预增,2017-03-31,90%~140%
002422,预升,2017-03-31,-10%~10%
002266,预增,2017-03-31,190%~230%
002320,预增,2017-03-31,30%~80%
002260,预亏,2017-03-31,0
002227,预亏,2017-03-31,0
002763,预增,2017-03-31,15%~55%
002714,预增,2017-03-31,76.65%~90.24%
002614,预增,2017-03-31,600%~787%
002396,预亏,2017-03-31,0
300233,预升,2017-03-31,20%~50%
002420,预亏,2017-03-31,0
002558,预增,2017-03-31,102.25%~115.12%
002161,预亏,2017-03-31,0
002786,预减,2017-03-31,-92.78%~-63.89%
002571,预亏,2017-03-31,0
002312,预亏,2017-03-31,0
300528,预增,2017-03-31,24.76%~50.96%
002733,预升,2017-03-31,-15%~15%
002639,预盈,2017-03-31,0
002432,预亏,2017-03-31,0
002809,预升,2017-03-31,20%~40%
002586,预亏,2017-03-31,0
002270,预升,2017-03-31,-7.48%~28.87%
002647,减亏,2017-03-31,0
002506,预亏,2017-03-31,0
002570,预减,2017-03-31,0
300003,预升,2017-03-31,30%~40%
300442,预降,2017-03-31,0
300198,预亏,2017-03-31,0
300440,预升,2017-03-31,0%~20%
002200,预亏,2017-03-31,0
300340,预增,2017-03-31,711.58%~801.75%
002665,预亏,2017-03-31,0
300379,预降,2017-03-31,-27%~0%
300035,预增,2017-03-31,70%~100%
300252,预升,2017-03-31,0%~20%
002289,减亏,2017-03-31,0
002168,减亏,2017-03-31,0
600141,预增,2017-03-31,100%~120%
300226,预升,2017-03-31,20%~50%
002252,预降,2017-03-31,-45%~-15%
002622,预增,2017-03-31,44%~74%
002609,预升,2017-03-31,30%~50%
002091,预增,2017-03-31,42.5792%~61.1766%
002019,预增,2017-03-31,35%~60%
002589,预增,2017-03-31,205%~255%
300503,预增,2017-03-31,67.38%~97.32%
300469,预亏,2017-03-31,0
300545,预增,2017-03-31,326.3%~348.98%
002428,预盈,2017-03-31,0
300353,预增,2017-03-31,40%~70%
300399,预降,2017-03-31,-30%~-10%
002350,预亏,2017-03-31,0
002840,预增,2017-03-31,95.46%~128.03%
603239,预增,2017-03-31,75%~85%
002310,减亏,2017-03-31,0
002173,预降,2017-03-31,-34.47%~-24.12%
600067,预增,2017-03-31,0
002354,预增,2017-03-31,71.9%~121.8%
002184,预亏,2017-03-31,0
002464,预增,2017-03-31,424.56%~467.38%
002132,预增,2017-03-31,50%~100%
002279,预盈,2017-03-31,0
002077,预亏,2017-03-31,0
002133,预增,2017-03-31,3984.41%~6707.35%
002024,预盈,2017-03-31,0
002302,预亏,2017-03-31,0
002497,预升,2017-03-31,30%~50%
002601,预增,2017-03-31,2622.8%~2925.33%
002430,预盈,2017-03-31,0
002299,预降,2017-03-31,-84.97%~-39.87%
002037,预盈,2017-03-31,0
002163,预亏,2017-03-31,0
002739,预升,2017-03-31,0%~10%
002114,预盈,2017-03-31,108.41%~142.06%
002292,预降,2017-03-31,-50%~-20%
002480,预亏,2017-03-31,0
002798,预盈,2017-03-31,0
002641,预减,2017-03-31,-90%~-60%
002237,预增,2017-03-31,50%~100%
002211,预盈,2017-03-31,0
002453,预亏,2017-03-31,0
002268,预亏,2017-03-31,0
002160,预增,2017-03-31,289.9%~327.03%
002207,预亏,2017-03-31,0
300570,预升,2017-03-31,26.46%~39.43%
300160,预增,2017-03-31,65%~93%
002048,预增,2017-03-30,50%~90%
002127,预增,2017-03-30,34.86%~62.45%
002636,预增,2017-03-30,250%~300%
002169,预升,2017-03-30,0%~30%
002276,预亏,2017-03-30,0
002110,预增,2017-03-30,805.08%~855.02%
002567,预增,2017-03-30,110%~140%
600176,0,2017-03-30,20%
300174,预增,2017-03-30,30%~60%
002378,预盈,2017-03-30,0
002105,预减,2017-03-30,-90%~-50%
002689,预亏,2017-03-30,0%~10%
002423,预亏,2017-03-30,0
002340,预增,2017-03-30,40%~70%
002360,预增,2017-03-30,110%~160%
000903,预增,2017-03-30,34.15%~53.31%
002151,预盈,2017-03-30,0
002755,减亏,2017-03-30,0
002040,预增,2017-03-30,250%~300%
300320,预升,2017-03-30,10%~30%
300222,预升,2017-03-30,20%~40%
002041,预减,2017-03-30,-69.23%~-54.26%
002600,预增,2017-03-30,621.38%~671.18%
002171,预增,2017-03-30,220%~270%
002256,预升,2017-03-30,0%~30%
002335,预升,2017-03-30,0%~30%
002213,预亏,2017-03-30,0
300259,预升,2017-03-30,-10%~10%
300229,预亏,2017-03-30,0
002333,预亏,2017-03-30,0
002316,预亏,2017-03-30,0
300030,预降,2017-03-30,-20%~0%
002128,预增,2017-03-30,150%~200%
002365,预增,2017-03-30,150%~200%
300077,预降,2017-03-30,-27.28%~-11.97%
002745,预增,2017-03-30,127.88%~173.46%
300120,预增,2017-03-30,550%~580%
002457,预亏,2017-03-30,0
002475,预增,2017-03-30,40%~60%
002002,预增,2017-03-30,176.72%~222.84%
300327,预增,2017-03-30,57.53%~84.93%
002306,减亏,2017-03-30,0
300474,预降,2017-03-30,-52.34%~-30.67%
300176,预升,2017-03-30,0.02%~18.6%
002399,预亏,2017-03-30,0
002259,预亏,2017-03-30,0
002582,预增,2017-03-30,208%~258%
300475,预降,2017-03-30,-60.73%~-47.64%
300078,预升,2017-03-30,0%~30%
300635,预升,2017-03-30,3.37
300313,减亏,2017-03-30,0
300290,预降,2017-03-30,-35%~-5%
300431,预亏,2017-03-30,0
002175,预增,2017-03-30,984.67%~1294.6%
002376,预增,2017-03-30,90%~140%
002043,预增,2017-03-30,100%~130%
002734,预增,2017-03-30,50%~80%
002202,预减,2017-03-30,-100%~-50%
601200,预升,2017-03-30,36%~50%
002606,预增,2017-03-30,28.33%~74.16%
002182,预增,2017-03-30,158%~205%
300202,预增,2017-03-30,40%~60%
002222,预增,2017-03-29,80%~120%
002496,预增,2017-03-29,160%~200%
002085,预升,2017-03-29,5%~20%
002174,预增,2017-03-29,54.09%~99.41%
300127,预升,2017-03-29,20%~30%
002263,减亏,2017-03-29,0
002463,预增,2017-03-29,102.41%~189.15%
002591,预亏,2017-03-29,0
000997,预增,2017-03-29,170%~220%
000818,预增,2017-03-29,160%~220%
002278,减亏,2017-03-29,0
002427,预增,2017-03-29,75%~125%
300092,预降,2017-03-29,-64.25%~-34.45%
002759,预增,2017-03-29,330%~380%
300443,预升,2017-03-29,-10%~10%
300373,预升,2017-03-29,20%~40%
002377,预亏,2017-03-29,0
300041,预升,2017-03-29,15%~30%
300338,预增,2017-03-29,400%~430%
000717,预盈,2017-03-29,164.91
002162,减亏,2017-03-29,0
000561,预亏,2017-03-29,0
002485,预亏,2017-03-29,0
002828,减亏,2017-03-29,0
300378,预亏,2017-03-29,0
002148,预增,2017-03-29,724%~774%
300539,预升,2017-03-29,-12.99%~16.91%
300241,预升,2017-03-29,5%~30%
300009,预升,2017-03-29,13.63%~42.04%
603322,预亏,2017-03-29,0
002039,预亏,2017-03-29,0
002502,预增,2017-03-29,160%~210%
002058,预亏,2017-03-29,0
002594,预降,2017-03-29,-35.35%~-23.59%
300008,预增,2017-03-29,361%~391%
300261,预增,2017-03-29,50%~80%
002433,预升,2017-03-28,30%~40%
002026,预增,2017-03-28,50%~100%
002536,预增,2017-03-28,50%~80%
002411,预降,2017-03-28,-35%~-5%
002274,预增,2017-03-28,1012%~1135%
300159,预减,2017-03-28,-70%~-50%
002435,预增,2017-03-28,212.26%~248.09%
002123,预降,2017-03-28,-44.11%~-32.93%
300341,预增,2017-03-28,60%~89.9%
002749,预升,2017-03-28,5%~40%
002012,预盈,2017-03-28,0
002466,预升,2017-03-28,19.59%~47.73%
002659,预盈,2017-03-28,0
300319,预降,2017-03-28,-39.81%~-9.82%
300370,预亏,2017-03-28,0
300044,预增,2017-03-28,140%~170%
300037,预升,2017-03-28,15%~35%
300406,预升,2017-03-28,-25%~5%
300537,预升,2017-03-28,0%~15%
002119,预增,2017-03-28,46.57%~86.54%
002674,预增,2017-03-28,800%~1400%
300235,预降,2017-03-28,-25%~-5%
002654,预增,2017-03-28,185%~235%
300244,预增,2017-03-28,30%~60%
300215,预增,2017-03-28,145%~174%
300336,预升,2017-03-28,0%~20%
300086,预升,2017-03-28,-29.15%~0.83%
300103,预升,2017-03-28,10%~39%
300188,预增,2017-03-28,185%~233%
300567,预盈,2017-03-28,0
002342,预升,2017-03-28,0%~40%
300495,预亏,2017-03-28,0
002741,预升,2017-03-28,20%~50%
300451,预增,2017-03-28,2983.7%~3009.61%
300026,预升,2017-03-28,0%~20%
002596,预盈,2017-03-28,0
300027,预亏,2017-03-28,0
002090,预增,2017-03-28,40%~70%
002096,预亏,2017-03-28,0
002417,预盈,2017-03-28,0
300455,预升,2017-03-28,5%~25%
300575,预增,2017-03-28,49.42%~78.41%
002075,预增,2017-03-28,2018%~2640%
300296,预增,2017-03-28,100%~120%
002206,预升,2017-03-28,0%~30%
002265,预增,2017-03-28,185.64%~234.61%
600028,预增,2017-03-27,150
002456,预增,2017-03-27,50%~60%
002511,预增,2017-03-27,50%~80%
300108,预升,2017-03-27,0%~30%
002028,预减,2017-03-25,-90%~-50%
300256,预升,2017-03-25,-1.12%~20.86%
002078,预增,2017-03-25,180%~230%
300543,预升,2017-03-25,-15%~15%
002015,预亏,2017-03-25,0
002579,预减,2017-03-25,-97.74%~-96.84%
300350,预升,2017-03-25,0%~30%
300396,预升,2017-03-25,-10%~15%
300193,预升,2017-03-25,25%~45%
002234,预亏,2017-03-25,0
002272,预增,2017-03-25,297.86%~345.88%
002273,预增,2017-03-25,50%~80%
002521,预增,2017-03-25,60%~110%
002691,预降,2017-03-25,-80%~-30%
300223,预盈,2017-03-25,0
300324,预增,2017-03-25,145%~175%
300218,预减,2017-03-25,-110%~-80%
300113,预升,2017-03-25,30%~50%
002194,预亏,2017-03-25,0
300303,预升,2017-03-25,15%~45%
002064,预增,2017-03-25,247.43%~289.8%
300175,预增,2017-03-25,1020%~1050%
300147,预降,2017-03-25,-40%~-20%
300278,预升,2017-03-25,-12.76%~9.05%
300019,预减,2017-03-25,-95%~-65%
300227,预盈,2017-03-25,190%~220%
300552,预减,2017-03-25,-117.23%~-95.58%
300045,预升,2017-03-25,0%~30%
300182,预升,2017-03-25,5%~15%
002319,预亏,2017-03-25,0
300156,预升,2017-03-25,1%~11%
002603,预升,2017-03-25,15%~30%
002049,预降,2017-03-25,-30%~0%
002702,预减,2017-03-25,0
002434,预增,2017-03-24,190%~240%
002317,预升,2017-03-24,15%~20%
002845,预增,2017-03-24,213.83%~231.46%
300036,预增,2017-03-24,315.42%~345.26%
300115,预升,2017-03-24,40%~50%
300317,预增,2017-03-24,47.71%~76.83%
002205,预亏,2017-03-24,0
300452,预降,2017-03-24,-25%~0%
300434,预亏,2017-03-24,-386%~-356%
300342,预增,2017-03-24,50%~70%
300480,预升,2017-03-24,15%~35%
002042,预增,2017-03-24,30%~80%
300105,减亏,2017-03-23,0
300101,预降,2017-03-23,-54.63%~-36.49%
600300,预增,2017-03-23,0
300427,预亏,2017-03-23,0
002189,预盈,2017-03-23,0
002383,预盈,2017-03-23,0
300225,预降,2017-03-23,-40%~-10%
300294,预增,2017-03-23,60%~90%
300034,预升,2017-03-23,-9.27%~0.28%
300052,预升,2017-03-23,-10%~19.99%
300179,预增,2017-03-23,155%~185%
300534,预降,2017-03-23,-30%~0%
002226,预增,2017-03-23,1300%~1330%
002503,预增,2017-03-23,70%~100%
002685,预升,2017-03-23,10%~50%
002758,预升,2017-03-23,0
002649,预升,2017-03-23,0%~30%
300288,预增,2017-03-23,1475.05%~1504.96%
002046,预亏,2017-03-23,0
300136,预增,2017-03-22,160.07%~187.45%
300067,预升,2017-03-22,10%~30%
300110,预增,2017-03-22,67.45%~88.38%
300449,预亏,2017-03-22,0
002449,预升,2017-03-22,30%~50%
002694,预亏,2017-03-22,0
002079,预升,2017-03-22,0%~20%
300269,预升,2017-03-22,21.37%~40.72%
300181,预降,2017-03-22,-56.88%~-43.94%
002288,预增,2017-03-22,25%~55%
300491,预亏,2017-03-22,0
002045,预增,2017-03-22,450%~500%
002243,预增,2017-03-22,0
002635,预升,2017-03-22,0%~30%
002241,预增,2017-03-22,40%~60%
000068,预亏,2017-03-22,0
300230,预增,2017-03-22,200%~230%
300496,预降,2017-03-21,-40%~-20%
300125,预亏,2017-03-21,0
002247,预增,2017-03-21,420%~470%
300204,预升,2017-03-21,10%~30%
002747,预增,2017-03-21,150%~200%
300383,预增,2017-03-21,36.47%~66.43%
300507,预升,2017-03-21,5%~20%
300276,预升,2017-03-21,0%~30%
002615,预增,2017-03-21,220%~260%
300234,预亏,2017-03-21,0
300436,预降,2017-03-21,-30%~0%
002517,预增,2017-03-21,80.26%~128.98%
300559,预减,2017-03-21,-75%~-60%
300371,预亏,2017-03-21,0
300395,预增,2017-03-21,40%~70%
300563,预升,2017-03-21,0%~10%
300224,预减,2017-03-21,-90%~-70%
300611,预升,2017-03-21,-15%~15%
002139,预增,2017-03-21,70%~100%
002458,预减,2017-03-21,-97.64%~-88.21%
002295,预盈,2017-03-21,0
002513,预降,2017-03-21,-49.72%~-24.57%
002294,预升,2017-03-21,0%~15%
002069,预盈,2017-03-21,0
002044,预亏,2017-03-21,0
002583,预亏,2017-03-21,0
002534,预增,2017-03-21,262.76%~444.14%
300601,预降,2017-03-21,-55%~-25%
300459,预增,2017-03-20,460.63%~486.12%
002793,预增,2017-03-20,41.65%~73.84%
002486,预亏,2017-03-20,0
002092,预增,2017-03-20,916.78%~1098.34%
002723,预减,2017-03-20,-50%~0%
300374,预盈,2017-03-20,0
002231,预亏,2017-03-18,0
002315,预盈,2017-03-18,0
002074,预降,2017-03-18,-41.21%~-28.15%
300394,预升,2017-03-18,-5%~10%
002018,预增,2017-03-18,101.47%~151.03%
002564,预盈,2017-03-18,0
300328,预增,2017-03-17,120%~150%
000422,预增,2017-03-17,273%~385%
300403,预降,2017-03-17,-30%~-10%
002597,预升,2017-03-17,30%~45%
300080,预降,2017-03-17,-49.95%~-20.18%
300375,预升,2017-03-17,8.07%~14.62%
002640,预增,2017-03-17,75%~115%
000707,预增,2017-03-17,398%~696%
300031,预增,2017-03-17,50%~80%
002633,预亏,2017-03-17,0
002624,预增,2017-03-17,40.46%~65.55%
300018,预升,2017-03-17,0%~30%
300636,预升,2017-03-17,9.73
002088,预增,2017-03-16,100%~140%
300066,预降,2017-03-16,-40%~-10%
002217,预增,2017-03-16,184.13%~213.81%
300072,预增,2017-03-16,97.16%~121.81%
002530,预增,2017-03-16,911%~1154%
002172,预增,2017-03-16,33.16%~81.58%
002334,预增,2017-03-16,70%~100%
002648,预增,2017-03-16,8039.64%~11578.6%
300518,预升,2017-03-16,0%~20%
300213,预升,2017-03-16,0%~20%
300625,预增,2017-03-16,17.93%~54.96%
002675,预增,2017-03-16,60%~100%
002371,预盈,2017-03-16,0
300271,预升,2017-03-16,20%~35%
300609,减亏,2017-03-16,62.41%~81.2%
002034,预盈,2017-03-15,0
002772,预降,2017-03-15,-60%~-40%
300285,预增,2017-03-15,184.58%~211.05%
300310,预升,2017-03-15,10.33%~30.16%
300334,预升,2017-03-15,0%~30%
002159,预亏,2017-03-15,0
002555,预增,2017-03-15,79.89%~103.56%
300457,预增,2017-03-15,50.02%~78.14%
002408,预增,2017-03-15,365%~415%
002190,预减,2017-03-15,-100%~-50%
300419,预升,2017-03-15,3.5%~18.29%
002145,预盈,2017-03-15,0
300069,预降,2017-03-14,-35%~-5%
300073,预升,2017-03-14,14.27%~26.97%
300520,预亏,2017-03-14,0
300122,预升,2017-03-14,-25%~5%
300114,预升,2017-03-14,20%~40%
300622,预升,2017-03-14,11.07%~39.23%
002696,预升,2017-03-14,0
002283,预增,2017-03-14,100%~150%
300172,预升,2017-03-14,0%~10%
300511,预降,2017-03-14,-43%~-14%
300017,预降,2017-03-14,-30%~0%
002013,预盈,2017-03-14,0
002717,预增,2017-03-14,30%~70%
002155,预盈,2017-03-14,0
300598,预增,2017-03-13,37%~64%
300472,预增,2017-03-13,30%~60%
300603,预盈,2017-03-13,277.51
002109,预盈,2017-03-13,0
300623,预升,2017-03-13,20.61
002858,减亏,2017-03-13,31.06%~37.63%
000049,预增,2017-03-13,55%~95%
002625,预增,2017-03-11,210%~260%
300068,预升,2017-03-11,0%~30%
300493,预升,2017-03-10,10.77%~20.64%
300023,预减,2017-03-10,-94.3%~-64.3%
002683,预盈,2017-03-10,0
300221,预升,2017-03-10,-29.11%~6.33%
600282,预增,2017-03-10,0
300207,预增,2017-03-10,40%~70%
300476,预升,2017-03-10,10%~20%
300422,预增,2017-03-10,263%~293%
300024,预升,2017-03-10,5%~20%
300386,预减,2017-03-10,-80%~-60%
300595,预升,2017-03-10,15.43%~41.66%
002713,预亏,2017-03-10,0
002740,预升,2017-03-10,-20%~30%
002575,预亏,2017-03-10,0
002195,预增,2017-03-10,100%~130%
603041,预降,2017-03-10,-10%~0%
002677,预增,2017-03-10,30%~70%
300083,预增,2017-03-10,303.92%~321.48%
300450,预增,2017-03-09,60%~90%
002578,预升,2017-03-09,10%~40%
002355,预增,2017-03-09,50%~100%
002526,预亏,2017-03-09,0
601228,预升,2017-03-09,0.18%~0.98%
300629,预升,2017-03-09,15.12%~27.45%
603955,预升,2017-03-09,0%~10%
300335,预增,2017-03-09,60%~90%
300305,预降,2017-03-08,-38.73%~-24.94%
300501,预升,2017-03-08,0%~5%
300482,预升,2017-03-08,10%~40%
300423,预升,2017-03-08,0%~20%
002562,预增,2017-03-08,80%~110%
000063,预升,2017-03-08,21.12%~31.65%
002857,减亏,2017-03-08,25%~40%
300169,减亏,2017-03-07,3.52%~30.32%
300050,预升,2017-03-07,20%~40%
002751,预盈,2017-03-07,0
300447,预升,2017-03-07,10%~40%
300116,预盈,2017-03-07,0
002233,预增,2017-03-07,340%~390%
002176,预升,2017-03-07,0%~30%
300444,预亏,2017-03-07,0
300128,预盈,2017-03-07,0
603656,预升,2017-03-07,0.89%~4.13%
603833,预升,2017-03-07,5%~10%
300059,预降,2017-03-06,-40.19%~-10.29%
300149,预降,2017-03-06,-40%~-10%
300616,减亏,2017-03-06,10.13%~29.97%
002774,预升,2017-03-06,6.12%~24.46%
300630,预升,2017-03-06,7.54%~17.43%
300420,预增,2017-03-04,175%~205%
300365,预增,2017-03-03,80%~110%
300562,预降,2017-03-03,-40%~-10%
300618,预增,2017-03-03,772%~836%
002699,预增,2017-03-02,100%~130%
300627,预增,2017-03-02,38.93%~63.44%
300628,预增,2017-03-02,65%~95%
300557,预亏,2017-03-01,-60%~-30%
300376,预增,2017-03-01,30%~60%
002564,预盈,2017-03-01,0
300626,预增,2017-03-01,536.64
300111,预亏,2017-02-28,0
300586,预升,2017-02-28,0%~30%
300016,预升,2017-02-28,10%~40%
002515,预增,2017-02-28,178.93%~228.15%
002670,预增,2017-02-28,410%~460%
002240,预盈,2017-02-28,0
002199,预盈,2017-02-28,0
300014,预增,2017-02-28,40%~70%
300039,预升,2017-02-28,0%~10%
300102,预增,2017-02-28,6500%~7300%
300187,预增,2017-02-28,110%~130%
300144,预升,2017-02-28,20%~40%
300146,预升,2017-02-28,15%~35%
603960,预增,2017-02-28,102.21%~162.88%
603133,预升,2017-02-28,19.29%~49.11%
002855,预升,2017-02-28,0.08%~5.38%
002632,预增,2017-02-28,20%~70%
002469,预减,2017-02-28,-90%~-60%
002136,预盈,2017-02-28,0
300487,预增,2017-02-27,40%~70%
300323,预盈,2017-02-27,0
300446,预升,2017-02-27,0%~10%
300617,预升,2017-02-27,0.98%~17.81%
002768,预增,2017-02-27,40%~80%
002061,预增,2017-02-27,1300.73%~2101.14%
603179,预增,2017-02-27,99%~143%
603517,预升,2017-02-27,22.4%~38%
002856,预升,2017-02-27,3.51%~13.86%
300238,预增,2017-02-27,30%~60%
002221,预增,2017-02-25,200%~250%
300095,预升,2017-02-25,0.64%~19.81%
300453,预降,2017-02-25,-29.9%~0%
300568,预降,2017-02-25,-42.95%~-27.74%
300286,预升,2017-02-24,10%~30%
300416,预亏,2017-02-24,0
300121,预增,2017-02-24,100%~130%
300363,预升,2017-02-24,10%~30%
002080,预增,2017-02-23,60%~110%
603811,预升,2017-02-23,14%~24%
300046,预增,2017-02-22,44.91%~74.59%
600519,预升,2017-02-22,15.92
603903,预盈,2017-02-22,0
002853,预盈,2017-02-22,0
603991,预升,2017-02-22,10.91%~21.37%
300510,预升,2017-02-22,0%~10%
300409,预增,2017-02-21,27.84%~54.47%
300304,预升,2017-02-21,30%~50%
300391,预升,2017-02-21,15%~45%
300398,预升,2017-02-21,-15%~15%
002135,预增,2017-02-21,50%~100%
603630,预升,2017-02-21,0%~5%
603908,预升,2017-02-21,3%~9%
300620,预升,2017-02-21,3.84%~10.07%
300621,预升,2017-02-21,-2%~23%
002852,预升,2017-02-20,-2.96%~7.77%
300418,预增,2017-02-20,91.28%~121.26%
300264,预亏,2017-02-18,-60%~-30%
300184,预增,2017-02-18,83.79%~110.05%
300613,预盈,2017-02-17,0
002359,预亏,2017-02-17,0
002760,预减,2017-02-17,0
002677,预增,2017-02-16,30%~70%
002617,预增,2017-02-16,877.2%~1094.35%
300131,预减,2017-02-16,-66.65%~-59.4%
002245,预增,2017-02-14,40%~70%
300609,预亏,2017-02-14,0
300385,预升,2017-02-14,5%~35%
300615,预升,2017-02-14,-5.11%~4.84%
603178,预升,2017-02-14,0%~10%
603717,预盈,2017-02-14,0
002851,预升,2017-02-14,35%~45%
300411,预升,2017-02-13,5%~10%
002850,预升,2017-02-13,4.23%~14.63%
603138,预升,2017-02-13,1.22%~24.36%
603388,预盈,2017-02-13,0
603578,预升,2017-02-13,0%~15%
603768,预升,2017-02-13,-15%~5%
300033,预降,2017-02-10,-50%~-20%
002479,预增,2017-02-09,80%~100%
002089,预盈,2017-01-26,500%~600%
300605,预盈,2017-02-07,0
300606,预升,2017-02-07,5%~20%
002846,预升,2017-02-06,0%~30%
300275,预盈,2017-01-26,0
000525,预增,2017-01-26,357.89%~460.92%
300401,预增,2017-01-24,137.17%~160.89%
002849,预升,2017-01-23,15.5%~25.12%
300561,预升,2017-01-17,-17.68%~7.37%
603165,预升,2017-01-16,0
