股票代码,基本每股收益(元),每股净资产(元),每股经营现金流(元),每股公积金(元),总股本(万股),每股未分配利润(元),加权净资产收益率(%),毛利率(%),资产负债率(%),营业总收入同比增长(%),归属净利润同比增长(%),扣非净利润同比增长(%)
600033,0.2446,3.0777,0.6644,0.6051,274440.0,1.1532,8.14,65.99,43.18,-1.93,21.85,24.17
600035,0.2256,3.2403,0.5996,0.7873,173079.59,0.9754,9.3,65.04,51.11,3.41,-9.12,-8.73
600036,2.46,15.9537,-4.7825,2.6774,2521984.56,7.895,16.27,0.0,93.21,3.75,7.6,7.18
600037,0.5211,9.118,0.8513,4.705,139177.79,2.4059,6.15,26.56,15.87,3.77,7.79,70.01
600038,0.745,11.635,-0.5062,7.1805,58947.67,2.695,6.55,14.07,64.32,-0.18,0.48,1.89
600039,0.3459,3.1939,0.3941,0.407,301973.27,1.493,11.24,12.65,83.25,-7.07,-1.26,4.51
600048,1.0475,7.5268,2.8719,1.2556,1185844.11,5.0364,15.53,29.0,74.76,25.39,0.6,0.2
600050,0.0129,3.6822,1.0359,1.3121,2119659.64,1.4015,0.35,24.97,61.47,-1.9,88.29,74.26
600051,0.49,6.2258,3.5621,0.47,31088.0,2.9269,7.8,17.88,74.07,13.09,16.81,46.79
600052,0.02,2.4293,0.2639,0.1185,87178.91,0.6212,0.95,52.04,51.8,-44.17,0.0,0.0
600053,0.6329,3.2822,1.2869,0.4352,43354.08,1.4475,20.98,78.04,66.3,174.24,841.26,832.63
600054,0.47,5.5631,0.6516,0.4611,74730.0,2.4621,9.87,50.53,18.11,0.28,19.04,11.25
600055,0.185,4.6394,0.266,2.5288,38629.73,0.8647,4.49,39.45,15.68,-0.59,77.54,63.21
600056,0.9237,6.438,0.9397,2.2718,106848.55,2.5832,15.97,11.79,60.64,25.12,54.31,52.63
600057,0.32,5.5104,0.2183,2.9952,117077.94,1.4379,6.01,2.87,74.57,80.72,126.63,142.78
600058,0.027,4.6653,10.2547,3.8983,107191.07,-1.1451,0.58,5.48,79.34,-34.29,0.0,0.0
600059,0.12,4.7839,-0.1305,2.3258,80852.42,1.2003,2.51,33.99,8.11,16.83,12.35,28.85
600060,1.344,10.076,1.888,1.7263,130848.12,6.2199,13.99,16.58,40.02,5.44,18.14,25.39
600061,0.69,7.4533,-1.067,4.5079,369415.17,1.4958,9.42,9.28,78.37,-47.77,-43.36,-37.52
600062,0.9858,9.2291,1.0646,0.9109,72447.06,6.8177,11.15,53.11,14.6,6.94,8.04,59.1
600063,0.07,2.2136,0.35,0.3638,164589.47,0.1629,3.01,18.95,58.19,1.69,0.89,26.35
600064,1.199,12.7443,2.7287,0.5591,77247.31,3.9603,9.86,36.59,58.42,34.48,9.23,72.58
600066,0.14,6.2784,-1.5058,0.5776,221393.92,3.8189,2.3,24.02,52.34,-24.54,-16.46,-33.42
600067,0.22,4.5681,1.579,0.8283,149211.07,2.4719,4.55,24.37,61.09,-17.2,51.34,60.86
600068,0.686,4.8911,-0.7445,1.6473,460477.74,1.7129,14.78,13.05,67.64,21.85,26.55,22.1
600069,-0.32,1.618,0.2746,1.473,124910.3,-0.9139,-17.98,7.35,57.76,-16.93,-953.8,0.0
600070,0.1928,6.4039,0.0952,3.7555,52194.61,0.2667,9.77,15.02,35.09,9.28,321.5,0.0
600071,-0.49,1.6429,-0.1046,0.4359,23747.25,-0.0891,-25.73,4.67,48.79,-6.68,-681.68,0.0
600072,-0.0868,5.9429,-0.2268,4.6733,73624.99,0.0971,-5.71,0.49,46.45,-34.42,0.0,0.0
600073,0.31,3.4647,0.7241,1.8118,93772.95,0.5736,9.35,16.0,49.64,6.46,136.73,138.29
600074,0.35,1.7946,-0.138,0.2921,243788.6,0.6067,30.0,40.76,50.23,148.29,114.07,113.72
600075,0.23,5.7955,0.2765,2.3126,69465.88,2.1187,3.98,34.85,48.68,-23.09,42.62,41.23
600076,0.3712,2.8275,0.1619,0.4979,103426.41,1.2342,14.05,39.56,19.25,26.84,42.49,43.63
600077,-0.004,2.6636,0.0342,0.7214,134012.23,1.2782,-0.14,21.45,63.23,-42.35,0.0,0.0
600078,0.091,2.7715,0.876,0.5887,66257.29,0.9606,3.32,14.6,71.91,36.88,235.02,412.47
600079,0.14,6.8063,-0.2547,3.0446,128604.91,2.6032,1.8,39.15,55.53,24.16,32.64,38.65
600080,0.0894,3.5128,0.1365,0.8274,30529.59,1.3396,2.58,63.07,25.64,-8.7,7.54,28.22
600081,0.1214,3.7876,-0.0089,0.0486,31356.0,2.3102,3.26,17.05,63.63,2.91,22.51,15.55
600082,-0.0752,2.6428,-0.1713,0.6386,64611.58,0.8487,-2.8,3.62,50.78,7.06,0.0,0.0
600083,-0.002,0.2371,-0.0553,0.4193,23000.0,-1.2012,-1.0,30.94,43.52,-21.56,-131.21,-131.49
600084,0.0113,2.1657,-0.0882,2.3846,112372.68,-1.2932,0.52,61.02,32.76,-12.7,-17.96,0.0
600085,0.68,5.6826,0.7625,1.4628,137147.03,2.753,12.51,45.98,29.2,10.96,6.59,4.85
600086,0.1858,2.2266,-0.8069,0.4689,135000.0,0.7272,8.71,12.92,67.62,-23.89,-16.47,-15.62
600088,-0.038,3.4064,0.033,0.9653,33142.2,1.0523,-1.11,7.38,16.6,-3.69,-131.4,-140.19
600089,0.6765,7.0085,0.8136,2.54,323788.27,3.2374,9.78,18.19,63.44,7.12,16.04,26.3
600090,0.38,3.8053,0.1113,1.9171,143966.29,1.3622,10.3,13.8,18.48,13.24,38.33,39.67
600091,0.03,2.0332,-0.2041,3.8188,43741.25,-2.9328,1.7,2.11,29.55,28.21,-55.62,0.0
600093,0.396,5.3437,-1.1792,3.5983,112244.75,0.7019,7.67,6.83,39.73,551.05,258.97,281.18
600094,0.1125,4.3595,0.098,2.3649,247532.51,0.8988,2.6,32.53,79.29,-46.99,90.12,-162.16
600095,0.0426,2.0137,0.3458,0.7402,36126.36,0.153,2.13,38.46,32.4,-3.92,5.49,0.0
600096,-2.5668,2.9394,1.3932,4.1861,132137.91,-2.5202,-62.1,6.76,92.48,4.71,-3419.93,0.0
600097,-0.2,3.8144,-0.1464,0.1258,20259.79,1.2358,-5.16,13.54,53.62,147.88,0.0,0.0
600098,0.3631,5.6015,0.5311,1.4034,272619.66,2.155,6.56,15.82,47.57,19.13,0.44,8.27
600099,0.0088,2.1645,-0.0327,0.91,21912.0,0.1388,0.41,12.13,19.71,29.58,-18.06,52.3
600100,1.4516,7.3518,-0.7103,3.1484,296389.9,2.6646,19.99,17.87,57.38,-4.47,241.02,-124.72
600101,0.26,6.1012,0.5201,1.4528,32417.9,3.2566,4.32,15.69,29.55,9.13,-6.23,-1.73
600103,0.0363,1.8006,0.1707,0.7596,177370.6,-0.0742,2.76,18.37,31.12,7.87,0.0,0.0
600104,2.7397,17.6981,1.0319,4.6222,1168346.14,8.2846,17.53,12.87,60.2,12.82,7.43,10.97
600105,0.27,2.6786,0.0596,0.5898,94499.31,0.8199,10.48,16.05,31.06,14.32,38.62,87.81
600106,0.33,3.8422,0.259,0.0598,90774.2,1.6495,8.8,87.08,49.08,-4.77,31.37,33.51
600107,-0.029,1.4355,0.2168,0.4432,36000.0,-0.0748,-2.03,36.83,57.61,-11.14,-458.2,-9644.13
600108,0.0279,2.4044,0.0063,0.2768,194691.51,0.8871,1.16,20.28,37.64,2.36,-49.15,90.91
600109,0.429,5.7854,-2.307,2.5929,302435.93,1.4422,7.65,0.0,63.4,-30.78,-44.96,-47.51
600110,0.023,1.629,0.3788,0.5901,115031.21,-0.0254,1.37,25.43,59.8,13.9,-83.51,0.0
600111,0.025,2.2836,0.0278,0.0429,363306.6,0.9102,1.09,21.55,37.28,-21.92,-72.11,-92.73
600112,0.0108,2.2877,0.0136,0.9098,50920.48,0.3331,0.47,38.79,57.42,-20.94,20.53,-32.51
600113,0.31,1.7903,0.4987,0.0,31860.0,0.776,19.03,53.47,37.73,-63.78,7.53,293.09
600114,0.46,5.36,0.7178,3.3252,42534.76,0.9631,10.63,34.51,14.87,7.22,9.65,14.09
600115,0.3266,3.2615,1.7207,1.8497,1446758.57,0.5839,10.85,16.21,76.15,5.03,-0.73,6.52
600116,0.049,2.5183,0.0857,0.7683,99300.55,0.6636,1.97,22.35,47.23,3.43,4.44,-31.39
600117,0.09,2.7495,-1.7764,1.7518,104511.83,-0.1963,5.55,13.9,86.73,22.08,0.0,0.0
600118,0.34,4.124,0.5333,1.364,118248.91,1.6653,8.42,13.51,47.03,16.31,3.69,3.19
600119,0.41,3.0391,-0.7042,1.079,30740.0,0.8325,14.18,16.61,54.05,-37.2,56.02,8761.53
600120,1.31,12.6744,-0.4039,0.0896,50547.35,6.076,12.54,16.0,40.87,-41.65,12.3,0.0
600121,-0.6203,2.7874,0.8747,0.4955,101534.34,0.3659,-20.09,13.27,65.28,-21.2,0.0,0.0
600122,0.3872,7.193,0.7097,1.8248,115416.09,2.1863,5.57,8.08,53.9,9.61,5.98,12.35
600123,0.196,7.7561,0.217,0.2328,114240.0,4.8013,2.57,36.31,60.66,127.86,0.0,0.0
600125,0.185,3.8391,0.3588,0.1209,130552.19,2.3169,4.89,7.71,32.94,-0.06,-14.07,-14.82
600126,0.32,5.7107,1.2622,4.2821,259783.78,0.2257,6.35,8.85,41.34,-10.32,0.0,0.0
600127,0.0157,1.1589,-0.2234,0.726,64178.32,-0.5926,1.36,11.33,56.67,-2.98,0.0,0.0
600128,0.1487,6.1528,0.1995,2.8723,24676.75,1.7439,2.42,7.92,44.47,-23.98,15.61,48.82
600129,2.1788,3.7299,-0.0495,0.514,42689.4,1.5127,58.41,29.75,83.39,5.85,358.8,0.0
600130,0.04,1.2958,-0.2591,0.5936,76800.0,-0.3905,3.14,5.45,30.49,66.86,-49.48,-51.78
600131,0.33,2.0747,0.4442,0.0935,50412.52,0.6706,16.8,18.96,56.52,21.44,29.56,11.86
600132,0.37,2.5414,1.1766,0.0,48397.12,1.052,15.37,39.31,63.09,-3.85,0.0,0.0
600133,0.2296,2.9585,0.4033,0.8969,63425.78,0.6857,8.13,12.59,89.27,-1.36,3.95,9.14
600135,0.1103,4.3989,-0.1045,2.4127,37299.17,0.5944,2.53,17.27,19.49,20.14,12.26,2.95
600136,0.25,4.9009,-0.6543,3.4708,48718.22,0.4007,5.54,54.22,31.0,31.98,128.51,106.01
600137,0.138,4.6678,0.7506,3.5158,9721.76,0.0442,3.01,18.75,22.55,31.14,0.0,0.0
600138,0.67,7.0383,1.3089,2.4218,72384.0,3.4369,9.49,23.79,38.72,-2.36,63.83,45.69
600139,0.0175,1.533,-0.2522,0.569,66189.05,-0.1657,1.12,26.22,73.58,-41.15,0.0,0.0
600141,0.035,9.6046,0.3299,5.5765,51223.73,2.5114,0.53,13.63,69.33,27.58,109.33,230.69
600143,0.0468,3.6009,-0.4214,1.2828,271678.48,1.1398,1.31,13.07,56.87,44.5,-48.92,-67.82
600145,0.0158,0.4214,-0.2241,1.0067,149110.04,-1.6092,3.82,0.0,32.74,0.0,0.0,0.0
600146,0.108,6.1097,-0.1645,5.5107,46997.0,-0.4473,3.65,34.79,26.56,2791.42,0.0,0.0
600148,0.078,2.7383,-0.1907,0.6297,14151.65,0.85,2.87,30.35,54.46,78.41,6546.41,6190.61
600149,-0.0403,0.5087,0.0373,0.2788,38016.0,-0.8925,-7.59,25.01,11.34,275.67,0.0,0.0
600150,-0.317,12.4215,-2.5614,3.3527,137811.76,7.6133,-2.52,9.65,63.0,-20.52,-355.48,-812.26
600151,0.1523,4.2463,0.729,3.2696,143425.23,-0.1765,4.16,16.87,54.65,34.87,17.07,-132.34
600152,-0.2194,1.8755,0.077,0.5429,29349.42,-0.0902,-11.33,9.21,46.44,-28.47,-245.6,0.0
600153,1.01,7.5907,-1.7073,0.874,283520.05,5.2724,14.08,8.02,74.19,13.66,8.08,10.57
600155,-0.22,8.5225,-4.2337,7.8929,173955.66,-0.3737,-6.69,17.26,49.28,219.98,-162.96,0.0
600156,0.0236,1.7506,-0.1046,0.3555,40211.07,0.3432,1.35,4.31,34.6,-22.3,1.26,0.0
600157,0.038,1.8635,0.2506,0.7306,1242579.53,0.1006,1.97,38.24,69.6,0.62,-12.37,-307.58
600158,0.0723,1.8849,0.2726,0.0282,84373.54,0.7082,3.89,21.33,48.73,39.32,-21.37,374.71
600159,0.12,2.6819,-0.2704,0.4137,83000.32,1.2357,4.63,29.5,21.2,66.02,69.43,117.82
600160,0.08,4.9324,0.4365,2.5313,211166.62,1.1447,1.89,11.41,11.99,6.15,-6.52,-40.62
600161,0.36,4.1234,0.1641,0.3183,51546.69,2.5481,8.48,50.93,59.44,8.15,356.68,489.63
600162,0.203,2.1049,0.6897,0.7046,340067.14,0.3906,13.3,40.95,66.87,27.79,61.03,153.46
600163,0.106,1.5812,0.2648,2.0929,99946.52,-1.5824,6.91,59.95,46.85,-41.94,1723.39,0.0
600165,-0.119,1.3048,0.187,0.4299,68488.38,-0.1809,-8.81,4.8,75.11,288.75,0.0,0.0
600166,0.08,2.8352,0.1787,1.1754,667013.13,0.3673,3.02,13.64,64.63,36.87,39.47,0.0
600167,0.6639,4.3111,-0.4107,0.1116,68014.93,3.0697,16.68,60.23,51.3,23.33,41.56,40.84
600168,0.42,6.4468,0.2899,2.1318,70956.97,2.9832,6.76,27.44,44.58,-0.05,-10.56,-12.54
600169,-0.7922,1.5899,-0.6526,0.6437,256395.5,-0.1598,-42.91,1.6,85.85,-37.66,-8784.47,0.0
600170,0.28,2.8159,0.4322,0.3875,748268.72,1.2002,9.85,10.22,85.23,6.56,12.03,15.12
600171,0.022,2.7655,0.0197,1.1899,67380.78,0.3673,0.81,28.62,10.06,-0.85,39.96,38.41
600172,0.4665,6.1297,0.2635,2.9813,79239.89,1.8728,7.89,40.28,44.17,29.98,34.48,41.61
600173,0.1113,2.2597,1.1937,0.0218,72514.75,0.992,4.89,22.4,59.27,-8.3,33.67,48.97
600175,0.0495,3.0506,0.2419,1.8128,357648.88,0.1687,1.94,6.31,34.34,-9.98,198.69,0.0
600176,0.6254,4.5089,1.303,1.8344,243215.75,1.5431,14.84,44.72,53.84,5.55,54.73,49.06
600177,1.37,8.8612,-0.439,1.9098,255817.67,5.9371,14.13,42.38,64.58,-14.95,1.64,18.01
600178,0.0517,4.0153,0.0462,1.8609,46208.0,0.6211,1.3,9.91,55.95,-0.97,579.5,602.0
600179,0.11,2.4174,0.2205,0.5238,106212.85,1.1077,4.83,23.76,60.89,62.35,125.39,185.9
600180,0.29,4.3127,-0.7752,1.4811,101647.75,1.7557,6.9,9.32,70.03,108.75,32.39,-8.17
600182,0.44,2.8057,2.0005,0.0035,34000.0,1.4714,14.92,22.24,27.79,-4.61,-25.28,-25.03
600183,0.5192,3.5107,0.8102,0.8374,144112.5,1.2022,15.65,20.54,44.36,12.2,37.48,33.02
600184,0.06,4.4087,-1.0505,2.6634,50876.08,0.646,1.32,12.03,41.3,-19.49,-37.33,-43.57
600185,0.2916,3.4586,-0.5994,0.5231,206001.18,1.7714,11.87,37.09,72.1,22.67,-56.18,23.62
600186,-0.0423,0.0438,0.0188,0.2999,106202.43,-1.3343,-65.11,12.58,102.35,0.62,0.0,0.0
600187,0.0098,2.1068,0.065,1.2465,165393.51,-0.1593,0.63,33.92,34.52,-24.62,0.0,0.0
600188,0.4203,7.1989,1.3073,0.2562,491201.6,6.378,5.05,12.78,64.94,47.78,140.2,581.56
600189,-0.24,4.2897,-0.4434,2.3491,31050.0,0.3401,-5.0,16.46,65.82,-64.31,-178.88,0.0
600190,0.0277,2.9462,0.3706,1.3302,200229.15,0.4264,0.94,11.08,50.81,41.38,-57.0,-167.75
600191,0.0329,4.4389,0.0318,1.304,48493.2,0.6705,0.71,2.48,13.8,12.77,-89.69,-89.57
600192,0.0505,4.3628,0.0075,2.0947,44174.8,1.1604,1.17,25.08,55.19,0.61,-44.86,-73.05
600193,0.007,0.9102,0.1238,0.3209,42537.3,-0.5255,0.8,20.09,15.24,2827.44,-73.25,0.0
600195,0.7781,7.8119,1.4737,2.2685,42980.0,3.9682,10.32,29.38,38.74,-6.15,21.31,-4.51
600196,1.1621,9.1905,0.8739,3.2544,241447.45,3.7249,14.25,54.07,42.31,16.02,14.05,26.36
600197,0.6277,4.3591,1.3298,0.4617,44100.0,2.1955,14.9,50.21,28.78,3.38,-1.82,-2.08
600198,-2.0129,2.598,0.8373,4.1876,88210.85,-2.6496,-55.81,11.24,78.88,-15.96,-6342.55,0.0
600199,0.018,4.0197,-0.2977,1.2609,55577.5,1.5025,0.45,55.7,29.48,-17.76,-73.81,-93.61
600200,0.0835,4.0687,0.9192,1.9988,72189.2,0.4286,3.63,9.72,50.0,40.46,195.62,277.26
600201,0.43,6.5496,0.2662,2.0313,61315.24,3.242,6.85,79.64,13.94,34.54,38.91,37.98
600202,-0.0653,1.7169,0.1861,0.2028,38334.07,0.1723,-3.73,14.27,62.46,-34.37,0.0,0.0
600203,0.15,4.8702,0.1653,3.5665,45644.71,0.0754,3.21,6.19,54.93,14.77,-45.63,-269.32
600206,0.06,3.3555,-0.1539,1.6753,83877.83,0.5965,1.72,6.17,8.45,47.05,57.86,-33.95
600207,0.0125,2.1987,0.1072,3.3389,86295.6,-2.5958,0.71,13.16,18.92,5.82,-48.7,0.0
600208,0.078,2.6712,0.4512,0.8932,859934.35,0.767,2.93,20.44,75.29,32.29,16.9,37.15
600209,-0.1046,1.5128,-0.0538,0.2697,43901.12,0.1687,-6.58,15.52,18.3,39.72,-1925.61,0.0
600210,0.162,2.7738,0.5621,0.2488,151673.62,1.0207,5.89,20.73,61.27,1.61,59.01,65.79
600211,1.36,4.5377,1.7186,1.4882,14558.9,1.6574,34.64,76.33,71.27,-42.38,116.39,157.88
600212,0.0871,1.4497,0.0101,0.9143,51169.72,-0.6596,6.31,18.66,10.25,-3.87,0.0,0.0
600213,0.2,0.5017,-0.4244,1.555,22000.0,-2.258,49.22,12.75,94.75,83.68,0.0,0.0
600215,0.0325,5.2302,-0.0782,2.1042,46503.29,1.6969,0.62,24.31,29.39,104.51,0.0,0.0
600216,0.48,7.2475,0.3491,1.1319,96284.8,4.01,6.64,28.37,20.68,17.4,178.18,0.0
600217,0.05,0.7003,-0.4591,-0.2901,134158.75,0.3595,6.99,48.97,70.69,-23.06,-45.76,-48.38
600218,0.26,5.0896,1.3729,2.8319,36875.5,0.9584,5.15,13.74,44.1,4.37,23.19,44.59
600219,0.14,3.4239,0.2045,1.5869,925110.29,0.7414,4.22,22.66,21.46,-3.98,28.94,-4.66
600220,0.0857,1.0956,0.1549,0.0,178334.03,0.01,8.14,25.5,51.06,2.08,37.42,77.61
600221,0.21,3.0271,0.7311,1.0803,1680612.03,0.8213,7.0,22.91,54.18,15.48,4.51,4.4
600222,0.007,2.5872,0.123,1.1369,57388.63,0.3615,0.27,32.25,43.42,-6.3,-27.74,-122.64
600223,0.09,2.224,-2.4657,0.2965,100096.8,0.8269,4.23,14.61,94.01,30.38,-17.89,-30.23
600225,0.45,1.9808,0.3645,1.2277,93549.26,-0.415,25.79,24.97,87.36,79.65,0.0,0.0
600226,0.1366,1.845,-0.0505,0.711,172452.76,0.172,15.2,12.36,49.32,-0.46,68.43,63.67
600227,-0.2389,2.6922,0.0744,1.4517,173631.91,0.0665,-10.84,18.72,35.22,-3.07,-373.18,0.0
600228,-0.15,0.1036,0.0381,1.3964,24132.0,-2.4153,-88.8,8.88,77.33,-20.04,0.0,0.0
600229,0.0925,3.1068,-0.1178,0.6907,70209.6,1.3828,3.02,38.7,26.84,19.21,16.41,17.24
600230,1.2613,5.1266,2.2645,2.1829,29418.82,1.2681,28.11,33.47,56.12,64.06,0.0,0.0
600231,0.07,2.1406,0.3052,0.1794,251916.61,0.7167,3.14,10.14,65.66,62.03,0.0,0.0
600232,0.08,3.2246,0.1627,1.0895,36471.85,0.8104,2.47,14.18,28.32,-7.61,-2.64,-32.69
600233,0.4305,2.7815,0.3137,2.1059,282122.96,0.4956,25.14,14.35,23.16,43.53,90.74,82.87
600234,0.07,0.4772,0.1069,1.625,20244.59,-2.2101,26.45,71.66,76.59,88.33,0.0,0.0
600235,0.04,3.5878,0.6724,2.3599,35130.0,0.0273,1.0,18.82,44.27,4.02,0.0,0.0
600236,0.4043,2.1511,0.868,0.3519,606336.75,0.6865,18.61,60.09,62.18,-9.77,15.42,15.18
600237,-0.1103,2.4252,0.0132,1.4831,56436.96,-0.1812,-4.45,11.71,38.95,-3.87,0.0,0.0
600238,-0.1445,1.8622,-0.1251,0.2844,44820.0,0.3084,-7.47,11.83,45.32,235.13,0.0,0.0
600239,-0.11,4.2172,-0.3479,1.7955,107045.79,1.1837,-3.0,31.6,89.4,-40.55,0.0,0.0
600240,0.86,3.977,1.462,0.1973,142425.36,2.7314,23.77,34.11,70.95,11.14,38.06,78.08
600241,-0.0429,3.1008,-0.3739,1.678,22619.21,0.3059,-1.37,20.39,69.03,2.18,0.0,0.0
600242,0.1,3.2789,-0.5669,3.9374,41801.13,-1.7331,6.22,16.0,35.75,223.46,88.56,0.0
600243,-0.15,3.9529,-0.7383,2.8358,43885.0,0.0735,-3.73,21.48,38.1,-17.44,-893.06,0.0
600246,0.0706,3.2111,0.6443,1.7271,205400.93,0.3992,2.47,34.29,51.74,-10.81,0.0,0.0
600247,-0.186,0.1129,-0.0035,0.0902,33644.16,-1.1517,-90.95,6.73,95.9,-77.53,0.0,0.0
600248,0.1994,3.1287,0.0069,0.8049,61579.6,1.0789,6.56,8.79,64.51,-5.02,1.39,0.0
600249,0.05,3.6043,0.0274,1.5589,55000.0,0.3382,1.31,14.48,38.59,15.42,0.0,0.0
600250,-0.2,1.0675,0.1904,0.744,25869.25,-0.9993,-16.73,4.31,85.54,-14.15,0.0,0.0
600251,0.0699,2.4777,0.1833,0.4686,78484.2,0.8247,2.86,13.11,39.71,-22.7,0.0,0.0
600252,0.14,1.5314,0.4304,0.0247,347510.71,0.2887,9.53,73.69,17.94,24.35,-5.92,141.43
600253,0.0529,2.7284,0.2616,0.8969,63425.78,0.5185,1.62,15.21,77.34,10.44,29.27,31.97
600255,0.11,1.8748,0.0744,0.655,176959.36,0.1913,5.77,8.15,30.91,-10.92,481.5,0.0
600256,0.0058,2.1423,0.0146,0.1346,522142.47,0.8265,0.27,29.45,69.77,14.06,12.62,0.0
600257,0.0109,2.6698,-0.0293,1.2473,48123.72,0.3307,0.7,25.43,45.89,6.74,21.22,100.75
600258,0.3103,9.8854,2.1805,7.4099,67978.56,1.1382,12.78,94.49,59.5,389.4,110.66,362.6
600259,0.1,6.4003,-1.3889,6.9456,30180.23,-1.6417,4.02,3.34,52.37,21.42,0.0,0.0
600260,0.27,4.4772,-2.4577,1.757,66674.76,1.2979,6.27,10.1,75.85,160.69,52.35,117.7
600261,0.31,2.1763,0.7108,0.1812,145210.29,0.7986,14.97,27.54,41.42,3.18,21.67,13.81
600262,0.02,5.9925,-0.3108,2.3761,17000.0,0.5298,0.4,20.45,56.22,-9.38,0.0,0.0
600265,0.26,0.1563,-0.2462,1.8796,12980.0,-2.8295,0.0,6.9,94.73,-19.5,0.0,0.0
600266,0.92,12.5487,-1.1123,2.4232,156704.0,5.2445,7.39,30.72,72.32,26.69,1.02,4.58
600267,-0.1,6.9963,0.8036,3.7801,96553.18,1.8732,-1.38,27.67,61.27,11.02,-796.03,0.0
600268,0.05,2.9763,0.7335,1.5147,63524.64,0.159,1.67,22.96,76.59,5.52,3.5,-1660.0
600269,0.19,6.0051,0.3381,0.7871,233540.7,3.2825,3.05,45.39,50.98,7.08,132.77,23.8
600270,1.0991,8.2036,-0.1032,0.5947,90548.17,5.7531,13.31,7.14,15.96,13.71,-1.49,-18.36
600271,0.8245,4.8154,1.617,0.2234,186285.13,3.0714,17.97,17.1,37.85,14.43,-1.21,-1.77
600272,0.02,1.9844,0.0002,0.0636,24300.0,0.4186,1.16,22.38,51.52,2.63,29.15,-106.71
600273,0.57,3.0402,1.0012,1.0802,130628.53,0.8336,20.0,27.83,41.53,32.79,10.13,18.35
600275,-0.0451,0.317,0.0265,0.2596,50883.72,-0.9921,-13.29,71.42,52.49,-5.87,0.0,0.0
600276,0.3446,5.6242,0.2597,0.1881,234745.97,3.9247,6.35,86.8,10.57,18.76,18.63,17.43
600277,0.0944,5.1142,0.1806,3.6061,273894.01,0.4088,2.78,11.18,55.04,37.13,97.72,0.0
600278,0.09,6.8827,-0.3224,1.8425,52224.17,2.1606,1.28,5.77,49.32,9.93,16.65,-77.34
600279,0.11,4.6855,-0.274,3.042,69295.86,0.5514,2.43,17.87,44.24,6.45,0.85,-1.04
